,Manufacturer Identification Number,Model Identification Numer,No. Of Driving Axles,max. Length,max. Width,max. Height,max. Gross Vehicle Weight,Manufacturer,Commercial Name,Type,Wheelbase,Power/Weight Ratio,Seats,Fuel Code,max. Top Speed,Fuel Type
72123,8004,AOP,1.0,4129.0,1732.0,1482.0,1564,SKODA,FABIA,5J,2455.0,0.059513074842200184,5.0,1,182.0,PETROL
72124,8004,AOQ,1.0,4129.0,1732.0,1482.0,1609,SKODA,FABIA,5J,2455.0,0.07095926412614981,5.0,1,197.0,PETROL
72127,8004,AOT,1.0,4390.0,1732.0,1515.0,1561,SKODA,FABIA,5J,2455.0,0.05034324942791762,5.0,1,175.0,PETROL
72128,8004,AOU,1.0,4389.0,1732.0,1515.0,1588,SKODA,FABIA,5J,2455.0,0.05825242718446602,5.0,1,185.0,PETROL
72129,8004,AOV,1.0,4389.0,1732.0,1515.0,1633,SKODA,FABIA,5J,2455.0,0.0694980694980695,5.0,1,199.0,PETROL
72132,8004,AOY,1.0,4129.0,1732.0,1482.0,1465,SKODA,FABIA,5J,2455.0,0.04170616113744076,4.0,1,160.0,PETROL
72133,8004,AOZ,1.0,4380.0,1732.0,1515.0,1489,SKODA,FABIA,5J,2455.0,0.05154639175257732,4.0,1,175.0,PETROL
72134,8004,APA,1.0,4380.0,1732.0,1515.0,1543,SKODA,FABIA,5J,2455.0,0.058876003568242644,4.0,1,185.0,PETROL
72135,8004,APB,1.0,4380.0,1732.0,1515.0,1588,SKODA,FABIA,5J,2455.0,0.07022106631989597,4.0,1,199.0,PETROL
72138,8004,APE,2.0,4800.0,1814.0,1495.0,1991,SKODA,OCTAVIA,5E,2677.0,0.09243697478991597,5.0,1,229.0,PETROL
72152,8004,APS,1.0,4961.0,1864.0,1503.0,2007,SKODA,SUPERB,3T,2836.0,0.07751937984496124,5.0,1,220.0,PETROL
72153,8004,APT,1.0,4961.0,1864.0,1512.0,2062,SKODA,SUPERB,3T,2836.0,0.07630939993062782,5.0,1,218.0,PETROL
72154,8004,APU,1.0,4961.0,1864.0,1503.0,2045,SKODA,SUPERB,3T,2836.0,0.0891891891891892,5.0,1,232.0,PETROL
72155,8004,APV,1.0,4961.0,1864.0,1512.0,2095,SKODA,SUPERB,3T,2836.0,0.08785357737104825,5.0,1,230.0,PETROL
72156,8004,APW,1.0,4961.0,1864.0,1503.0,2100,SKODA,SUPERB,3T,2836.0,0.10693069306930693,5.0,1,245.0,PETROL
72157,8004,APX,1.0,4961.0,1864.0,1512.0,2130,SKODA,SUPERB,3T,2836.0,0.10536585365853658,5.0,1,243.0,PETROL
72158,8004,APY,2.0,4961.0,1864.0,1503.0,2230,SKODA,SUPERB,3T,2836.0,0.1271604938271605,5.0,1,250.0,PETROL
72159,8004,APZ,2.0,4961.0,1864.0,1512.0,2290,SKODA,SUPERB,3T,2836.0,0.12541856925418568,5.0,1,250.0,PETROL
72160,8004,AQA,2.0,4961.0,1864.0,1503.0,2137,SKODA,SUPERB,3T,2836.0,0.07236842105263158,5.0,1,215.0,PETROL
72161,8004,AQB,2.0,4961.0,1864.0,1512.0,2170,SKODA,SUPERB,3T,2836.0,0.0713128038897893,5.0,1,213.0,PETROL
72162,8004,AQC,1.0,4789.0,1814.0,1469.0,1932,SKODA,OCTAVIA,5E,2677.0,0.117157712305026,5.0,1,250.0,PETROL
72163,8004,AQD,1.0,4789.0,1814.0,1482.0,1978,SKODA,OCTAVIA,5E,2677.0,0.11539774667121884,5.0,1,247.0,PETROL
72164,8004,AQE,1.0,4394.0,1793.0,1691.0,1905,SKODA,YETI,5L,2576.0,0.06,5.0,1,182.0,PETROL
72165,8004,AQF,1.0,4394.0,1793.0,1691.0,1925,SKODA,YETI,5L,2576.0,0.06727605118829982,5.0,1,187.0,PETROL
72166,8004,AQG,2.0,4394.0,1793.0,1691.0,2041,SKODA,YETI,5L,2576.0,0.0741489720256151,5.0,1,195.0,PETROL
72169,8004,AQJ,1.0,4781.0,1814.0,1496.0,1825,SKODA,OCTAVIA,5E,2668.0,0.06519114688128773,5.0,1,199.0,PETROL
72170,8004,AQK,1.0,4781.0,1814.0,1510.0,1847,SKODA,OCTAVIA,5E,2668.0,0.06405693950177936,5.0,1,196.0,PETROL
72171,8004,AQL,1.0,4806.0,1814.0,1497.0,1840,SKODA,OCTAVIA,5E,2668.0,0.08712871287128712,5.0,1,223.0,PETROL
72172,8004,AQM,1.0,4806.0,1814.0,1510.0,1862,SKODA,OCTAVIA,5E,2668.0,0.08563643441027637,5.0,1,216.0,PETROL
72173,8004,AQN,1.0,4609.0,1706.0,1500.0,1704,SKODA,RAPID,NH,2589.0,0.05583756345177665,5.0,1,186.0,PETROL
72174,8004,AQO,1.0,4452.0,1706.0,1484.0,1699,SKODA,RAPID,NH,2590.0,0.056074766355140186,5.0,1,184.0,PETROL
72175,8004,AQP,1.0,4609.0,1706.0,1500.0,1690,SKODA,RAPID,NH,2589.0,0.06835443037974684,5.0,1,200.0,PETROL
72176,8004,AQQ,1.0,4452.0,1706.0,1484.0,1685,SKODA,RAPID,NH,2590.0,0.06864406779661017,5.0,1,198.0,PETROL
72177,8004,AQR,1.0,4609.0,1706.0,1500.0,1741,SKODA,RAPID,NH,2589.0,0.07501019160211986,5.0,1,209.0,PETROL
72178,8004,AQS,1.0,4452.0,1706.0,1484.0,1736,SKODA,RAPID,NH,2590.0,0.07531723291035612,5.0,1,205.0,PETROL
72187,8004,ARB,1.0,4394.0,1793.0,1691.0,1900,SKODA,YETI,5L,2576.0,0.06,5.0,1,182.0,PETROL
72188,8004,ARC,1.0,4394.0,1793.0,1691.0,1920,SKODA,YETI,5L,2576.0,0.06727605118829982,5.0,1,187.0,PETROL
72189,8004,ARD,2.0,4394.0,1793.0,1691.0,2036,SKODA,YETI,5L,2576.0,0.0741489720256151,5.0,1,195.0,PETROL
72190,8004,ARE,1.0,4589.0,1706.0,1500.0,1704,SKODA,RAPID,NH,2589.0,0.05583756345177665,5.0,1,186.0,PETROL
72191,8004,ARF,1.0,4589.0,1706.0,1500.0,1690,SKODA,RAPID,NH,2589.0,0.06835443037974684,5.0,1,200.0,PETROL
72194,8004,ARI,1.0,4589.0,1706.0,1500.0,1731,SKODA,RAPID,NH,2589.0,0.07531723291035612,5.0,1,209.0,PETROL
72197,8004,ARL,1.0,4806.0,1814.0,1497.0,1838,SKODA,OCTAVIA,5E,2668.0,0.06819093461692739,5.0,1,205.0,PETROL
72198,8004,ARM,1.0,4806.0,1814.0,1510.0,1860,SKODA,OCTAVIA,5E,2668.0,0.06700827749310209,5.0,1,201.0,PETROL
72200,8004,ARO,1.0,4798.0,1882.0,1676.0,2258,SKODA,KODIAQ,NS,2788.0,0.06032786885245902,7.0,1,190.0,PETROL
72201,8004,ARP,1.0,4798.0,1882.0,1676.0,2314,SKODA,KODIAQ,NS,2788.0,0.06984126984126984,7.0,1,198.0,PETROL
72202,8004,ARQ,2.0,4805.0,1882.0,1676.0,2388,SKODA,KODIAQ,NS,2788.0,0.06701187937861712,7.0,1,197.0,PETROL
72203,8004,ARR,2.0,4805.0,1882.0,1676.0,2463,SKODA,KODIAQ,NS,2788.0,0.07676650189008433,7.0,1,207.0,PETROL
72209,8004,ARY,2.0,4798.0,1882.0,1676.0,2383,SKODA,KODIAQ,NS,2788.0,0.06711409395973154,7.0,1,197.0,PETROL
72210,8004,ARZ,2.0,4798.0,1882.0,1676.0,2459,SKODA,KODIAQ,NS,2788.0,0.07676650189008433,7.0,1,207.0,PETROL
72217,8004,ASG,1.0,4798.0,1882.0,1676.0,2255,SKODA,KODIAQ,NS,2788.0,0.06038726616343945,7.0,1,190.0,PETROL
72218,8004,ASH,1.0,4798.0,1882.0,1676.0,2299,SKODA,KODIAQ,NS,2788.0,0.07017543859649122,7.0,1,198.0,PETROL
72220,8004,ASJ,1.0,4789.0,1814.0,1469.0,1932,SKODA,OCTAVIA,5E,2677.0,0.12371134020618557,5.0,1,250.0,PETROL
72221,8004,ASK,1.0,4789.0,1814.0,1482.0,1978,SKODA,OCTAVIA,5E,2677.0,0.12186865267433988,5.0,1,250.0,PETROL
72222,8004,ASL,1.0,4609.0,1706.0,1500.0,1709,SKODA,RAPID,NH,2589.0,0.05897219882055602,5.0,1,189.0,PETROL
72223,8004,ASM,1.0,4452.0,1706.0,1484.0,1704,SKODA,RAPID,NH,2590.0,0.05922165820642978,5.0,1,186.0,PETROL
72224,8004,ASN,1.0,4496.0,1841.0,1624.0,1909,SKODA,KAROQ,NU,2624.0,0.06293965198074787,5.0,1,187.0,PETROL
72225,8004,ASO,1.0,4496.0,1841.0,1624.0,1941,SKODA,KAROQ,NU,2624.0,0.07939372067845543,5.0,1,204.0,PETROL
72228,8004,ASR,1.0,4129.0,1732.0,1482.0,1576,SKODA,FABIA,5J,2455.0,0.06275212909009413,5.0,1,185.0,PETROL
72229,8004,ASS,1.0,4390.0,1732.0,1515.0,1596,SKODA,FABIA,5J,2455.0,0.06153846153846154,5.0,1,187.0,PETROL
72230,8004,AST,1.0,4129.0,1732.0,1482.0,1620,SKODA,FABIA,5J,2455.0,0.07058823529411765,5.0,1,196.0,PETROL
72231,8004,ASU,1.0,4390.0,1732.0,1515.0,1643,SKODA,FABIA,5J,2455.0,0.06923076923076923,5.0,1,199.0,PETROL
72232,8004,ASV,1.0,4609.0,1706.0,1500.0,1739,SKODA,RAPID,NH,2589.0,0.06683168316831684,5.0,1,201.0,PETROL
72233,8004,ASW,1.0,4452.0,1706.0,1484.0,1734,SKODA,RAPID,NH,2590.0,0.06710853355426678,5.0,1,198.0,PETROL
72234,8004,ASX,1.0,4806.0,1814.0,1497.0,1865,SKODA,OCTAVIA,5E,2667.0,0.08576998050682261,5.0,1,223.0,PETROL
72235,8004,ASY,1.0,4806.0,1814.0,1510.0,1887,SKODA,OCTAVIA,5E,2667.0,0.08432349559218091,5.0,1,219.0,PETROL
72237,8004,ATC,1.0,4129.0,1732.0,1482.0,1637,SKODA,FABIA,5J,2455.0,0.077834179357022,5.0,1,203.0,PETROL
72827,8212,AAA,1.0,4288.0,1740.0,1534.0,1535,DACIA,LOGAN,SD,2630.0,0.049773755656108594,5.0,1,162.0,PETROL
72828,8212,AAB,1.0,4288.0,1740.0,1534.0,1540,DACIA,LOGAN,SD,2630.0,0.05765765765765766,5.0,1,175.0,PETROL
72830,8212,AAD,1.0,4288.0,1740.0,1534.0,1600,DACIA,LOGAN,SD,2630.0,0.06567164179104477,5.0,1,183.0,PETROL
72831,8212,AAE,1.0,4473.0,1822.0,1880.0,1865,DACIA,"DUSTER,LOGAN",SD,2900.0,0.05877862595419847,7.0,1,174.0,PETROL
72833,8212,AAG,1.0,4473.0,1740.0,1662.0,1810,DACIA,LOGAN,SD,2900.0,0.049805447470817124,7.0,1,167.0,PETROL
72834,8212,AAH,1.0,4473.0,1740.0,1662.0,1740,DACIA,LOGAN,SD,2900.0,0.04330708661417323,5.0,1,155.0,PETROL
72837,8212,AAK,1.0,4020.0,1746.0,1534.0,1536,DACIA,SANDERO,SD,2589.0,0.04966139954853273,5.0,1,161.0,PETROL
72838,8212,AAL,1.0,4024.0,1753.0,1584.0,1561,DACIA,SANDERO,SD,2589.0,0.05661211853162318,5.0,1,174.0,PETROL
72841,8212,AAO,1.0,4473.0,1740.0,1662.0,1865,DACIA,LOGAN,SD,2900.0,0.047850467289719624,7.0,6,167.0,PETROL
72842,8212,AAP,1.0,4020.0,1746.0,1534.0,1545,DACIA,SANDERO,SD,2589.0,0.04692832764505119,5.0,6,165.0,PETROL
72843,8212,AAQ,1.0,4499.0,1740.0,1662.0,1944,DACIA,Logan,FSD/USD,2905.0,0.05258833196384552,2.0,1,167.0,PETROL
72844,8212,AAR,1.0,4450.0,1740.0,1662.0,1939,DACIA,Logan,FSD/USD,2905.0,0.04439063761097659,2.0,1,155.0,PETROL
72847,8212,AAU,1.0,4057.0,1746.0,1534.0,1500,DACIA,"SANDERO,XXXXX",SD,2589.0,0.05083179297597042,5.0,1,164.0,PETROL
72848,8212,AAV,1.0,4346.0,1740.0,1534.0,1530,DACIA,"LOGAN,XXXXX",SD,2634.0,0.05006827492034593,5.0,1,164.0,PETROL
72849,8212,AAW,1.0,4288.0,1740.0,1534.0,1535,DACIA,LOGAN,SD,2630.0,0.04649196956889264,5.0,6,166.0,PETROL
72850,8212,AAX,1.0,4024.0,1753.0,1584.0,1559,DACIA,SANDERO,SD,2588.0,0.05222358221134231,5.0,6,163.0,PETROL
72852,8212,AAZ,1.0,4473.0,1822.0,1695.0,1837,DACIA,DUSTER;LOGAN,SD,2900.0,0.06368899917287014,5.0,1,183.0,PETROL
72853,8212,ABA,1.0,4473.0,1746.0,1662.0,1805,DACIA,LOGAN;SANDERO,SD,2900.0,0.05432937181663837,5.0,1,175.0,PETROL
72854,8212,ABB,1.0,4473.0,1746.0,1662.0,1801,DACIA,LOGAN;SANDERO,SD,2900.0,0.04674883127921802,5.0,1,162.0,PETROL
72858,8212,ABF,2.0,4315.0,1822.0,1880.0,1800,DACIA,DUSTER,SD,2673.0,0.055355859094176854,5.0,1,160.0,PETROL
72860,8212,ABH,2.0,4315.0,1822.0,1695.0,1820,DACIA,DUSTER,SD,2673.0,0.05724907063197026,4.0,1,160.0,PETROL
72862,8212,ABJ,1.0,4020.0,1746.0,1534.0,1536,DACIA,SANDERO,SD,2589.0,0.057787810383747175,5.0,23,174.0,PETROL
72864,8212,ABL,1.0,4473.0,1822.0,1695.0,1840,DACIA,"LOGAN,DUSTER",SD,2900.0,0.05934489402697495,7.0,23,174.0,PETROL
72870,8212,ABR,1.0,4473.0,1746.0,1662.0,1801,DACIA,"LOGAN,SANDERO",SD,2900.0,0.04625735912531539,5.0,1,162.0,PETROL
72871,8212,ABS,1.0,4473.0,1746.0,1662.0,1805,DACIA,"LOGAN,SANDERO",SD,2900.0,0.05371380612673101,5.0,1,175.0,PETROL
72874,8212,ABV,1.0,4346.0,1746.0,1534.0,1580,DACIA,"SANDERO,LOGAN",SD,2634.0,0.050389372423270726,4.0,1,162.0,PETROL
72879,8212,ACA,1.0,4473.0,1822.0,1695.0,1837,DACIA,"DUSTER,LOGAN",SD,2900.0,0.06293420514916225,5.0,1,183.0,PETROL
72880,8212,ACB,2.0,4315.0,1822.0,1695.0,1854,DACIA,DUSTER,SD,2673.0,0.05620437956204379,4.0,1,160.0,PETROL
72881,8212,ACC,1.0,4024.0,1753.0,1584.0,1583,DACIA,SANDERO,SD,2589.0,0.06443514644351464,5.0,23,185.0,PETROL
72882,8212,ACD,1.0,4288.0,1740.0,1534.0,1600,DACIA,LOGAN,SD,2630.0,0.06567164179104477,5.0,23,185.0,PETROL
72883,8212,ACE,1.0,4024.0,1753.0,1584.0,1561,DACIA,SANDERO,SD,2589.0,0.05356371490280778,5.0,1,169.0,PETROL
72885,8212,ACG,1.0,4473.0,1740.0,1662.0,1810,DACIA,LOGAN,SD,2900.0,0.04824902723735409,7.0,1,163.0,PETROL
72886,8212,ACH,1.0,4288.0,1740.0,1534.0,1540,DACIA,LOGAN,SD,2630.0,0.055855855855855854,5.0,1,169.0,PETROL
72887,8212,ACI,1.0,4499.0,1746.0,1662.0,1944,DACIA,"LOGAN,SANDERO",SD,2904.0,0.05186114596403179,5.0,1,169.0,PETROL
72888,8212,ACJ,1.0,4473.0,1822.0,1695.0,1837,DACIA,"LOGAN,DUSTER,SANDERO",SD,2900.0,0.06361007847996696,5.0,23,185.0,PETROL
72892,8212,ACN,1.0,4024.0,1753.0,1584.0,1559,DACIA,SANDERO,SD,2589.0,0.05190456257848472,5.0,6,166.0,PETROL
72893,8212,ACO,1.0,4473.0,1740.0,1662.0,1840,DACIA,LOGAN,SD,2900.0,0.046704331450094165,7.0,6,160.0,PETROL
72894,8212,ACP,1.0,4499.0,1740.0,1662.0,1956,DACIA,LOGAN,SD,2904.0,0.04839968774395004,2.0,6,163.0,PETROL
72895,8212,ACQ,1.0,4057.0,1746.0,1534.0,1545,DACIA,SANDERO,SD,2589.0,0.048436811977102597,5.0,6,162.0,PETROL
72896,8212,ACR,1.0,4346.0,1740.0,1534.0,1562,DACIA,LOGAN,SD,2634.0,0.04782608695652174,5.0,6,162.0,PETROL
72897,8212,ACS,1.0,4315.0,1822.0,1880.0,1750,DACIA,DUSTER,SD,2673.0,0.05800376647834275,5.0,6,165.0,PETROL
72898,8212,ACT,1.0,4020.0,1746.0,1534.0,1582,DACIA,SANDERO,SD,2589.0,0.06500633178556353,5.0,1,181.0,PETROL
72899,8212,ACU,1.0,4288.0,1740.0,1534.0,1540,DACIA,LOGAN,SD,2630.0,0.055855855855855854,5.0,6,166.0,PETROL
72900,8212,ACV,1.0,4522.0,1767.0,1846.0,1857,DACIA,"DOKKER,LODGY,XXXXX",SD,2810.0,0.048355132778438364,7.0,1,160.0,PETROL
72901,8212,ACW,1.0,4363.0,1751.0,1846.0,1976,DACIA,"DOKKER,XXXXX",SD,2810.0,0.04837430610626487,5.0,1,159.0,PETROL
72902,8212,ACX,1.0,4522.0,1767.0,1846.0,1897,DACIA,"DOKKER,LODGY",SD,2810.0,0.06390977443609022,7.0,1,179.0,PETROL
72903,8212,ACY,1.0,4346.0,1733.0,1517.0,1550,DACIA,"LOGAN,XXXXX",SD,2634.0,0.0586145648312611,5.0,1,175.0,PETROL
72904,8212,ACZ,1.0,4080.0,1757.0,1618.0,1550,DACIA,"SANDERO,XXXXX",SD,2589.0,0.05953991880920163,5.0,1,175.0,PETROL
72907,8212,ADC,1.0,4363.0,1751.0,1846.0,1950,DACIA,DOKKER,SD,2810.0,0.06481481481481481,2.0,1,175.0,PETROL
72908,8212,ADD,1.0,4528.0,1762.0,1591.0,1620,DACIA,LOGAN,SD,2634.0,0.05612244897959184,5.0,1,175.0,PETROL
72909,8212,ADE,1.0,4494.0,1733.0,1550.0,1570,DACIA,LOGAN,SD,2634.0,0.04820333041191937,5.0,1,162.0,PETROL
72910,8212,ADF,1.0,4494.0,1733.0,1550.0,1605,DACIA,LOGAN,SD,2634.0,0.04610226320201174,5.0,6,162.0,PETROL
72915,8212,ADK,1.0,4315.0,1822.0,1880.0,1752,DACIA,DUSTER,SD,2673.0,0.06961785849413545,5.0,1,175.0,PETROL
72916,8212,ADL,1.0,4522.0,1767.0,1846.0,1879,DACIA,"DOKKER,LODGY",SD,2810.0,0.045692883895131084,7.0,6,160.0,PETROL
72917,8212,ADM,1.0,4315.0,1822.0,1695.0,1781,DACIA,DUSTER,SD,2673.0,0.07060629316960859,4.0,1,175.0,PETROL
72918,8212,ADN,1.0,4363.0,1751.0,1846.0,1985,DACIA,DOKKER,SD,2810.0,0.04588191049266641,5.0,6,159.0,PETROL
72919,8212,ADO,2.0,4315.0,1822.0,1695.0,1870,DACIA,DUSTER,SD,2673.0,0.06440322016100805,5.0,1,177.0,PETROL
72920,8212,ADP,1.0,4315.0,1822.0,1695.0,1697,DACIA,DUSTER,SD,2673.0,0.06785137318255251,5.0,1,170.0,PETROL
72921,8212,ADQ,2.0,4315.0,1822.0,1695.0,1804,DACIA,DUSTER,SD,2673.0,0.06222222222222222,5.0,1,168.0,PETROL
72922,8212,ADR,1.0,4346.0,1733.0,1523.0,1580,DACIA,"SANDERO,LOGAN",SD,2634.0,0.049700874367234235,4.0,1,162.0,PETROL
72923,8212,ADS,1.0,4346.0,1733.0,1517.0,1505,DACIA,LOGAN,SD,2634.0,0.04911323328785812,5.0,1,162.0,PETROL
72924,8212,ADT,1.0,4057.0,1733.0,1523.0,1505,DACIA,SANDERO,SD,2589.0,0.05023255813953489,5.0,1,162.0,PETROL
72925,8212,ADU,1.0,4494.0,1733.0,1591.0,1570,DACIA,LOGAN,SD,2634.0,0.04714098646879092,5.0,1,162.0,PETROL
72926,8212,ADV,1.0,4315.0,1822.0,1695.0,1709,DACIA,DUSTER,SD,2673.0,0.06441717791411043,5.0,6,167.0,PETROL
72927,8212,ADW,1.0,4522.0,1767.0,1846.0,1849,DACIA,"DOKKER,LODGY",SD,2810.0,0.05822981366459627,7.0,1,172.0,PETROL
72928,8212,ADX,1.0,4346.0,1733.0,1517.0,1575,DACIA,LOGAN,SD,2634.0,0.05624201107797188,5.0,6,175.0,PETROL
72929,8212,ADY,1.0,4080.0,1757.0,1618.0,1570,DACIA,SANDERO,SD,2589.0,0.05638615976078599,5.0,6,175.0,PETROL
72930,8212,ADZ,1.0,4528.0,1762.0,1591.0,1645,DACIA,LOGAN,SD,2634.0,0.054098360655737705,5.0,6,175.0,PETROL
72931,8212,AEA,1.0,4363.0,1751.0,1846.0,1961,DACIA,DOKKER,SD,2810.0,0.05907837731390311,5.0,1,170.0,PETROL
72932,8212,AEB,1.0,4390.0,1767.0,1846.0,1993,DACIA,DOKKER,SD,2810.0,0.0643451930355791,5.0,1,175.0,PETROL
72933,8212,AEC,1.0,4522.0,1767.0,1846.0,1885,DACIA,"DOKKER,LODGY",SD,2810.0,0.0562429696287964,7.0,6,170.0,PETROL
72934,8212,AED,1.0,4315.0,1822.0,1695.0,1730,DACIA,DUSTER,SD,2673.0,0.06787878787878789,4.0,1,170.0,PETROL
72935,8212,AEE,1.0,4363.0,1751.0,1846.0,1975,DACIA,DOKKER,SD,2810.0,0.05649717514124294,5.0,6,168.0,PETROL
72936,8212,AEF,2.0,4315.0,1822.0,1695.0,1834,DACIA,DUSTER,SD,2673.0,0.06681190994916485,4.0,1,177.0,PETROL
72937,8212,AEG,2.0,4315.0,1822.0,1695.0,1802,DACIA,DUSTER,SD,2673.0,0.06222222222222222,4.0,1,168.0,PETROL
72938,8212,AEH,1.0,4315.0,1822.0,1695.0,1794,DACIA,DUSTER,SD,2673.0,0.06351606805293006,4.0,6,167.0,PETROL
72939,8212,AEI,1.0,4080.0,1757.0,1618.0,1505,DACIA,SANDERO,SD,2589.0,0.04951856946354883,5.0,1,158.0,PETROL
72940,8212,AEJ,1.0,4494.0,1733.0,1591.0,1555,DACIA,LOGAN,SD,2634.0,0.0482358195623046,5.0,1,158.0,PETROL
72941,8212,AEK,1.0,4346.0,1733.0,1517.0,1505,DACIA,LOGAN,SD,2634.0,0.049586776859504134,5.0,1,158.0,PETROL
72942,8212,AEL,1.0,4346.0,1733.0,1523.0,1549,DACIA,"SANDERO,LOGAN",SD,2634.0,0.05070422535211268,4.0,1,158.0,PETROL
72943,8212,AEM,1.0,4080.0,1757.0,1618.0,1625,DACIA,SANDERO,SD,2589.0,0.05348460291734198,5.0,7,168.0,PETROL
72944,8212,AEN,1.0,4522.0,1767.0,1846.0,1882,DACIA,"DOKKER,LODGY",SD,2810.0,0.06017299736743136,7.0,6,164.0,PETROL
72945,8212,AEO,1.0,4363.0,1751.0,1846.0,1938,DACIA,DOKKER,SD,2810.0,0.06329113924050633,2.0,6,164.0,PETROL
72953,8251,AAF,2.0,4800.0,1870.0,1760.0,2805,SSANGYONG,"REXTON,SSANGYONG REXTON",REXTON-RJ,,0.08011869436201781,7.0,1,190.0,PETROL
72954,8251,AAG,2.0,4800.0,1870.0,1830.0,2805,SSANGYONG,"REXTON,SSANGYONG REXTON",REXTON-RJ,2820.0,0.07902439024390244,7.0,1,190.0,PETROL
72955,8251,AAH,2.0,4800.0,1870.0,1760.0,2805,SSANGYONG,"REXTON,SSANGYONG REXTON",REXTON-RJ,,0.056136769584077574,7.0,1,170.0,PETROL
72956,8251,AAI,2.0,4800.0,1870.0,1760.0,2805,SSANGYONG,"REXTON,SSANGYONG REXTON",REXTON-RJ,,0.056136769584077574,7.0,1,170.0,PETROL
72972,8251,AAY,2.0,4660.0,1880.0,1755.0,2530,SSANGYONG,SSANGYONG KYRON,KYRON DJ,2740.0,0.07775377969762419,5.0,1,188.0,PETROL
72973,8251,AAZ,2.0,4660.0,1880.0,1755.0,2530,SSANGYONG,SSANGYONG KYRON,KYRON DJ,2740.0,0.07775377969762419,5.0,1,188.0,PETROL
72978,8251,ABE,2.0,4455.0,1930.0,1735.0,2505,SSANGYONG,SSANGYONG ACTYON,ACTYON CJ,2740.0,0.05446892795246348,5.0,1,164.0,PETROL
72983,8251,ABJ,2.0,4660.0,1930.0,1755.0,2530,SSANGYONG,SSANGYONG KYRON,KYRON DJ,2740.0,0.07738237401480774,5.0,1,188.0,PETROL
72988,8251,ABO,2.0,5125.0,1915.0,1820.0,2850,SSANGYONG,SSANGYONG RODIUS,RODIUS-AJ,3000.0,0.07128712871287128,7.0,1,191.0,PETROL
72989,8251,ABP,1.0,4455.0,1930.0,1735.0,2505,SSANGYONG,SSANGYONG ACTYON,ACTYON CJ,2740.0,0.0575614861329147,5.0,1,170.0,PETROL
72998,8251,ABY,2.0,4660.0,1930.0,1805.0,2530,SSANGYONG,SSANGYONG KYRON,KYRON DJ,2740.0,0.07738237401480774,5.0,1,188.0,PETROL
73011,8251,ACL,1.0,4410.0,1830.0,1760.0,2100,SSANGYONG,Ssangyong Korando,CK,2650.0,0.06650544135429262,5.0,1,165.0,PETROL
73012,8251,ACM,2.0,4410.0,1830.0,1760.0,2170,SSANGYONG,Ssangyong Korando,CK,2650.0,0.06332757628094415,5.0,1,165.0,PETROL
73017,8251,ACR,1.0,4440.0,1798.0,1635.0,1870,SSANGYONG,"Ssangyong XLV,Ssangyong T",XK,2600.0,0.06643109540636043,5.0,1,181.0,PETROL
73018,8251,ACS,2.0,4440.0,1798.0,1635.0,1950,SSANGYONG,"Ssangyong XLV,Ssangyong T",XK,2600.0,0.061943986820428336,5.0,1,181.0,PETROL
73032,8251,ADG,1.0,4850.0,1960.0,1825.0,2830,SSANGYONG,Ssangyong REXTON,YK,2865.0,0.07768361581920905,7.0,1,190.0,PETROL
73033,8251,ADH,2.0,4850.0,1960.0,1825.0,2940,SSANGYONG,Ssangyong REXTON,YK,2865.0,0.0740242261103634,7.0,1,185.0,PETROL
73092,8252,AAA,1.0,4300.0,1695.0,1475.0,1600,HYUNDAI,ACCENT,MC,2500.0,0.05926544240400668,5.0,1,177.0,PETROL
73093,8252,AAB,1.0,4300.0,1695.0,1475.0,1600,HYUNDAI,ACCENT,MC,2500.0,0.06844741235392321,5.0,1,190.0,PETROL
73095,8252,AAD,1.0,4675.0,1890.0,1795.0,2425,HYUNDAI,Santa Fe,CM,2700.0,0.07593553673859602,7.0,1,190.0,PETROL
73096,8252,AAE,2.0,4675.0,1890.0,1795.0,2495,HYUNDAI,Santa Fe,CM,2700.0,0.07275582308296258,7.0,1,190.0,PETROL
73097,8252,AAF,2.0,4675.0,1890.0,1795.0,2495,HYUNDAI,Santa Fe,CM,2700.0,0.07275582308296258,7.0,1,190.0,PETROL
73104,8252,AAM,1.0,4800.0,1832.0,1475.0,2030,HYUNDAI,"Sonata,Sonica",NF,2730.0,0.07567567567567568,5.0,1,212.0,PETROL
73105,8252,AAN,1.0,4800.0,1832.0,1475.0,2130,HYUNDAI,"Sonata,Sonica",NF,2730.0,0.10199821055770951,5.0,1,230.0,PETROL
73106,8252,AAO,1.0,4800.0,1832.0,1475.0,2030,HYUNDAI,"Sonata,Sonica",NF,2730.0,0.06677165354330708,5.0,1,205.0,PETROL
73107,8252,AAP,1.0,4525.0,1725.0,1425.0,1760,HYUNDAI,Elantra,XD,2610.0,0.04984894259818731,5.0,1,176.0,PETROL
73108,8252,AAQ,1.0,4525.0,1725.0,1425.0,1760,HYUNDAI,Elantra,XD,2610.0,0.0581570996978852,5.0,1,182.0,PETROL
73109,8252,AAR,1.0,4525.0,1725.0,1425.0,1800,HYUNDAI,Elantra,XD,2610.0,0.07661437431594309,5.0,1,208.0,PETROL
73111,8252,AAT,1.0,4520.0,1720.0,1425.0,1790,HYUNDAI,Elantra,XD,2610.0,0.048762467676394534,5.0,1,176.0,PETROL
