,Manufacturer Identification Number,Model Identification Numer,No. Of Driving Axles,max. Length,max. Width,max. Height,max. Gross Vehicle Weight,Manufacturer,Commercial Name,Type,Wheelbase,Power/Weight Ratio,Seats,Fuel Code,max. Top Speed,Fuel Type
5692,35,ANF,1.0,4698.0,1814.0,1535.0,2045,OPEL,Astra Sports Tourer,P-J/SW,2685.0,0.06504578465424692,5.0,1,198.0,PETROL
5693,35,ANG,1.0,4698.0,1814.0,1535.0,2030,OPEL,Astra Sports Tourer,P-J/SW,2685.0,0.06643018381167365,5.0,1,200.0,PETROL
5694,35,ANH,1.0,4698.0,1814.0,1535.0,2085,OPEL,Astra Sports Tourer,P-J/SW,2685.0,0.08120578283605044,5.0,1,210.0,PETROL
5695,35,ANI,1.0,4698.0,1814.0,1535.0,2055,OPEL,Astra Sports Tourer,P-J/SW,2685.0,0.08335964635301547,5.0,1,220.0,PETROL
5701,35,ANO,1.0,4946.0,1814.0,1510.0,1935,OPEL,"ASTRA,Astra",P-J,2685.0,0.05854956753160346,5.0,1,192.0,PETROL
5709,35,ANW,1.0,3999.0,1713.0,1488.0,1620,OPEL,Corsa Van,S-D/VAN,2511.0,0.04076433121019108,2.0,1,155.0,PETROL
5710,35,ANX,1.0,3999.0,1713.0,1488.0,1635,OPEL,Corsa Van,S-D/VAN,2511.0,0.042767295597484274,2.0,1,160.0,PETROL
5711,35,ANY,1.0,3999.0,1713.0,1488.0,1635,OPEL,Corsa Van,S-D/VAN,2511.0,0.052830188679245285,2.0,1,172.0,PETROL
5717,35,AOE,1.0,4946.0,1814.0,1510.0,1945,OPEL,"ASTRA,Astra",P-J,2685.0,0.05854956753160346,5.0,1,192.0,PETROL
5719,35,AOH,1.0,4830.0,1856.0,1498.0,2150,OPEL,Insignia Limousine HB,0G-A,2737.0,0.09448818897637795,5.0,23,242.0,PETROL
5720,35,AOJ,1.0,4830.0,1856.0,1498.0,2135,OPEL,Insignia Limousine NB,0G-A,2737.0,0.09526609820640988,5.0,23,242.0,PETROL
5721,35,AOK,1.0,4908.0,1856.0,1520.0,2270,OPEL,Insignia Sports Tourer SW,0G-A,2737.0,0.08995002776235425,5.0,23,236.0,PETROL
5722,35,AOL,1.0,4908.0,1856.0,1520.0,2268,OPEL,Insignia Sports Tourer SW,0G-A,2737.0,0.08935466078323222,5.0,23,236.0,PETROL
5728,35,AOR,1.0,4908.0,1856.0,1520.0,2153,OPEL,Insignia Sports Tourer SW,0G-A,2737.0,0.0508525276697577,5.0,1,187.0,PETROL
5729,35,AOS,1.0,4908.0,1856.0,1520.0,2203,OPEL,Insignia Sports Tourer SW,0G-A,2737.0,0.0759493670886076,5.0,1,220.0,PETROL
5730,35,AOT,1.0,4908.0,1856.0,1520.0,2385,OPEL,Insignia Sports Tourer SW,0G-A,2737.0,0.08995002776235425,5.0,1,236.0,PETROL
5731,35,AOU,1.0,4908.0,1856.0,1520.0,2268,OPEL,Insignia Sports Tourer SW,0G-A,2737.0,0.08935466078323222,5.0,1,236.0,PETROL
5732,35,AOV,2.0,4908.0,1856.0,1520.0,2386,OPEL,Insignia Sports Tourer SW,0G-A,2737.0,0.08333333333333333,5.0,1,234.0,PETROL
5733,35,AOW,2.0,4908.0,1856.0,1520.0,2490,OPEL,Insignia Sports Tourer SW,0G-A,2737.0,0.09519063045103414,5.0,1,250.0,PETROL
5734,35,AOX,2.0,4908.0,1856.0,1520.0,2490,OPEL,Insignia Sports Tourer SW,0G-A,2737.0,0.11911288312982805,5.0,1,265.0,PETROL
5742,35,APF,1.0,4830.0,1856.0,1498.0,2020,OPEL,Insignia Limousine NB,0G-A,2737.0,0.05367856015156299,5.0,1,192.0,PETROL
5745,35,API,1.0,4830.0,1856.0,1498.0,2075,OPEL,Insignia Limousine NB,0G-A,2737.0,0.08120578283605044,5.0,1,225.0,PETROL
5746,35,APJ,1.0,4830.0,1856.0,1498.0,2160,OPEL,Insignia Limousine NB,0G-A,2737.0,0.09526609820640988,5.0,1,242.0,PETROL
5747,35,APK,2.0,4830.0,1856.0,1498.0,2275,OPEL,Insignia Limousine NB,0G-A,2737.0,0.089157952669235,5.0,1,240.0,PETROL
5748,35,APL,2.0,4830.0,1856.0,1498.0,2340,OPEL,Insignia Limousine NB,0G-A,2737.0,0.10151474887058198,5.0,1,250.0,PETROL
5749,35,APM,2.0,4830.0,1856.0,1498.0,2340,OPEL,Insignia Limousine NB,0G-A,2737.0,0.12702630879617327,5.0,1,270.0,PETROL
5752,35,APP,1.0,4830.0,1856.0,1498.0,2035,OPEL,Insignia Limousine HB,0G-A,2737.0,0.05367856015156299,5.0,1,192.0,PETROL
5757,35,APU,1.0,4830.0,1856.0,1498.0,2090,OPEL,Insignia Limousine HB,0G-A,2737.0,0.07990314769975787,5.0,1,225.0,PETROL
5758,35,APV,1.0,4830.0,1856.0,1498.0,2175,OPEL,Insignia Limousine HB,0G-A,2737.0,0.09448818897637795,5.0,1,242.0,PETROL
5759,35,APW,2.0,4830.0,1856.0,1498.0,2290,OPEL,Insignia Limousine HB,0G-A,2737.0,0.08842794759825327,5.0,1,240.0,PETROL
5760,35,APX,2.0,4830.0,1856.0,1498.0,2355,OPEL,Insignia Limousine HB,0G-A,2737.0,0.10111169931180519,5.0,1,250.0,PETROL
5761,35,APY,2.0,4830.0,1856.0,1498.0,2355,OPEL,Insignia Limousine HB,0G-A,2737.0,0.12652196929592377,5.0,1,270.0,PETROL
5764,35,AQB,1.0,3740.0,1680.0,1590.0,1485,OPEL,Agila,H-B,2360.0,0.06330275229357799,5.0,1,175.0,PETROL
5779,35,AQR,1.0,5392.0,1904.0,2497.0,2970,OPEL,Vivaro,F7,3498.0,0.044295647695081125,6.0,1,160.0,PETROL
5783,35,AQV,1.0,5438.0,1980.0,2000.0,2990,OPEL,Vivaro,F7,3498.0,0.042732919254658386,3.0,1,160.0,PETROL
5789,35,ARB,2.0,4596.0,1850.0,1761.0,2278,OPEL,Antara,L-A,2707.0,0.06648648648648649,5.0,1,186.0,PETROL
5790,35,ARC,1.0,4596.0,1850.0,1761.0,2183,OPEL,Antara,L-A,2707.0,0.06968838526912181,5.0,1,190.0,PETROL
5791,35,ARD,2.0,4596.0,1850.0,1761.0,2308,OPEL,Antara,L-A,2707.0,0.10052910052910052,5.0,1,198.0,PETROL
5795,35,ARH,2.0,4596.0,1850.0,1761.0,2278,OPEL,Antara,L-A,2707.0,0.06648648648648649,5.0,1,186.0,PETROL
5796,35,ARI,1.0,4596.0,1850.0,1761.0,2183,OPEL,Antara,L-A,2707.0,0.06968838526912181,5.0,1,190.0,PETROL
5797,35,ARJ,2.0,4596.0,1850.0,1761.0,2308,OPEL,Antara,L-A,2707.0,0.10052910052910052,5.0,1,198.0,PETROL
5808,35,ARU,1.0,4498.0,1787.0,1439.0,2000,OPEL,Ampera,D1JOI,2685.0,0.06408775981524249,4.0,8,160.0,PETROL
5809,35,ARV,1.0,4740.0,1832.0,2125.0,2210,OPEL,Combo Van,Combo-D-Van,3105.0,0.05017921146953405,5.0,1,161.0,PETROL
5814,35,ASA,1.0,4740.0,1832.0,2125.0,2510,OPEL,Combo Van,Combo-D-Van,3105.0,0.05605095541401274,2.0,7,172.0,PETROL
5817,35,ASD,1.0,4390.0,1832.0,2115.0,2144,OPEL,Combo,Combo-D,2755.0,0.04794520547945205,7.0,1,161.0,PETROL
5820,35,ASG,1.0,4390.0,1832.0,1895.0,2314,OPEL,Combo,Combo-D,2755.0,0.05448916408668731,7.0,7,172.0,PETROL
5822,35,ASI,1.0,4040.0,1737.0,1488.0,1630,OPEL,Corsa,S-D,2511.0,0.05078597339782346,5.0,6,170.0,PETROL
5823,35,ASJ,1.0,4300.0,1812.0,1615.0,1965,OPEL,"MERIVA,Meriva",S-D Monocab B,2644.0,0.057068741893644616,5.0,6,188.0,PETROL
5824,35,ASK,1.0,4698.0,1814.0,1535.0,1985,OPEL,"ASTRA SPORTS TOURER,Astra",P-J/SW,2685.0,0.049234863606121095,5.0,1,175.0,PETROL
5825,35,ASL,1.0,4698.0,1814.0,1535.0,2045,OPEL,"ASTRA SPORTS TOURER,Astra",P-J/SW,2685.0,0.06643018381167365,5.0,1,200.0,PETROL
5826,35,ASM,1.0,4698.0,1814.0,1535.0,2045,OPEL,"ASTRA SPORTS TOURER,Astra",P-J/SW,2685.0,0.06504578465424692,5.0,1,198.0,PETROL
5827,35,ASN,1.0,4698.0,1814.0,1535.0,2030,OPEL,"ASTRA SPORTS TOURER,Astra",P-J/SW,2685.0,0.05573770491803279,5.0,1,185.0,PETROL
5828,35,ASO,1.0,4698.0,1814.0,1535.0,2030,OPEL,"ASTRA SPORTS TOURER,Astra",P-J/SW,2685.0,0.05482102547565301,5.0,1,185.0,PETROL
5829,35,ASP,1.0,4698.0,1814.0,1535.0,2055,OPEL,"ASTRA SPORTS TOURER,Astra",P-J/SW,2685.0,0.08335964635301547,5.0,1,220.0,PETROL
5830,35,ASQ,1.0,4698.0,1814.0,1535.0,2085,OPEL,"ASTRA SPORTS TOURER,Astra",P-J/SW,2685.0,0.08120578283605044,5.0,1,210.0,PETROL
5838,35,ASY,1.0,4698.0,1814.0,1535.0,2080,OPEL,ASTRA SPORTS TOURER,P-J/SW,2685.0,0.06429463171036205,5.0,6,200.0,PETROL
5839,35,ASZ,1.0,4666.0,1884.0,1685.0,2320,OPEL,ZAFIRA TOURER,P-J/SW,2760.0,0.05132691746864975,5.0,1,192.0,PETROL
5840,35,ATA,1.0,4666.0,1884.0,1685.0,2320,OPEL,ZAFIRA TOURER,P-J/SW,2760.0,0.05132691746864975,7.0,1,192.0,PETROL
5841,35,ATB,1.0,4666.0,1884.0,1685.0,2340,OPEL,ZAFIRA TOURER,P-J/SW,2760.0,0.05960648148148148,5.0,1,202.0,PETROL
5842,35,ATC,1.0,4666.0,1884.0,1685.0,2340,OPEL,ZAFIRA TOURER,P-J/SW,2760.0,0.05960648148148148,7.0,1,202.0,PETROL
5843,35,ATD,1.0,4666.0,1884.0,1685.0,2330,OPEL,ZAFIRA TOURER,P-J/SW,2760.0,0.05873966353008269,5.0,6,195.0,PETROL
5844,35,ATE,1.0,4666.0,1884.0,1685.0,2330,OPEL,ZAFIRA TOURER,P-J/SW,2760.0,0.05873966353008269,7.0,6,195.0,PETROL
5845,35,ATH,1.0,4656.0,1884.0,1685.0,2150,OPEL,ZAFIRA TOURER,P-J/SW,2760.0,0.06234866828087167,5.0,1,195.0,PETROL
5846,35,ATI,1.0,4656.0,1884.0,1685.0,2150,OPEL,ZAFIRA TOURER,P-J/SW,2760.0,0.06234866828087167,7.0,1,195.0,PETROL
5855,35,ATR,1.0,4466.0,1840.0,1489.0,1850,OPEL,ASTRA GTC,P-J/SW,2695.0,0.04993252361673414,5.0,1,178.0,PETROL
5856,35,ATS,1.0,4466.0,1840.0,1489.0,1950,OPEL,ASTRA GTC,P-J/SW,2695.0,0.057704918032786885,5.0,1,192.0,PETROL
5857,35,ATT,1.0,4466.0,1840.0,1489.0,1960,OPEL,ASTRA GTC,P-J/SW,2695.0,0.06643018381167365,5.0,1,201.0,PETROL
5858,35,ATU,1.0,4466.0,1840.0,1489.0,1970,OPEL,ASTRA GTC,P-J/SW,2695.0,0.08421052631578947,5.0,1,220.0,PETROL
5859,35,ATV,1.0,4466.0,1840.0,1489.0,1920,OPEL,ASTRA GTC,P-J/SW,2695.0,0.06754098360655737,5.0,1,200.0,PETROL
5869,35,AUF,1.0,4830.0,1856.0,1498.0,2060,OPEL,Insignia Limousine NB,0G-A,2737.0,0.06429463171036205,5.0,1,205.0,PETROL
5870,35,AUH,1.0,4908.0,1856.0,1520.0,2140,OPEL,Insignia Sports Tourer SW,0G-A,2737.0,0.060075823855351415,5.0,1,200.0,PETROL
5871,35,AUI,1.0,4040.0,1713.0,1488.0,1735,OPEL,Corsa,S-D,2511.0,0.11746873815839333,5.0,1,230.0,PETROL
5872,35,AUJ,1.0,3740.0,1680.0,1590.0,1485,OPEL,Agila,H-B,2360.0,0.047058823529411764,5.0,1,160.0,PETROL
5874,35,AUL,1.0,4830.0,1856.0,1498.0,2160,OPEL,Insignia Limousine NB,0G-A,2737.0,0.09526609820640988,5.0,1,240.0,PETROL
5877,35,AUO,2.0,4830.0,1856.0,1498.0,2275,OPEL,Insignia Limousine NB,0G-A,2737.0,0.10126582278481013,5.0,1,250.0,PETROL
5880,35,AUR,1.0,4830.0,1856.0,1498.0,2065,OPEL,Insignia Limousine HB,0G-A,2737.0,0.06429463171036205,5.0,1,205.0,PETROL
5883,35,AUU,2.0,4830.0,1856.0,1498.0,2265,OPEL,Insignia Limousine HB,0G-A,2737.0,0.10126582278481013,5.0,1,250.0,PETROL
5884,35,AUV,2.0,4830.0,1856.0,1498.0,2290,OPEL,Insignia Limousine HB,0G-A,2737.0,0.10043668122270742,5.0,1,243.0,PETROL
5885,35,AUW,1.0,4908.0,1856.0,1520.0,2205,OPEL,Insignia Sports Tourer SW,0G-A,2737.0,0.07699037620297462,5.0,1,220.0,PETROL
5887,35,AUY,2.0,4908.0,1856.0,1520.0,2385,OPEL,Insignia Sports Tourer SW,0G-A,2737.0,0.09538621047174702,5.0,1,242.0,PETROL
5888,35,AUZ,1.0,4656.0,1884.0,1685.0,2150,OPEL,ZAFIRA TOURER,P-J/SW,2760.0,0.051452784503631964,5.0,1,185.0,PETROL
5889,35,AVA,1.0,4656.0,1884.0,1685.0,2150,OPEL,ZAFIRA TOURER,P-J/SW,2760.0,0.051452784503631964,7.0,1,185.0,PETROL
5891,35,AVC,1.0,4830.0,1856.0,1498.0,2160,OPEL,Insignia Limousine HB,0G-A,2737.0,0.09526609820640988,5.0,1,242.0,PETROL
5892,35,AVD,1.0,4419.0,1814.0,1510.0,2005,OPEL,ASTRA,P-J,2685.0,0.06504578465424692,5.0,6,202.0,PETROL
5893,35,AVE,1.0,4842.0,1856.0,1498.0,2060,OPEL,"INSIGNIA LIMOUSINE NB,Ins",0G-A,2737.0,0.06429463171036205,5.0,1,205.0,PETROL
5894,35,AVF,1.0,4830.0,1856.0,1498.0,2210,OPEL,Insignia Limousine NB,0G-A,2737.0,0.09526609820640988,5.0,1,242.0,PETROL
5895,35,AVG,1.0,4842.0,1856.0,1498.0,2065,OPEL,"INSIGNIA LIMOUSINE HB,Ins",0G-A,2737.0,0.06429463171036205,5.0,1,205.0,PETROL
5897,35,AVI,2.0,4842.0,1856.0,1498.0,2310,OPEL,"INSIGNIA LIMOUSINE HB,Ins",0G-A,2737.0,0.10043668122270742,5.0,1,250.0,PETROL
5898,35,AVJ,1.0,4830.0,1856.0,1498.0,2225,OPEL,Insignia Limousine HB,0G-A,2737.0,0.09448818897637795,5.0,1,242.0,PETROL
5903,35,AVO,2.0,4920.0,1856.0,1520.0,2410,OPEL,INSIGNIA SPORTS TOURER SW,0G-A,2737.0,0.09465020576131687,5.0,1,242.0,PETROL
5910,35,AVV,1.0,4740.0,1832.0,2125.0,2455,OPEL,Combo Van,Combo-D-Van,3105.0,0.05986394557823129,5.0,1,172.0,PETROL
5913,35,AVY,1.0,4419.0,1814.0,1510.0,1895,OPEL,ASTRA,P-J,2685.0,0.05063291139240506,5.0,1,178.0,PETROL
5914,35,AVZ,1.0,4419.0,1814.0,1510.0,1920,OPEL,ASTRA,P-J,2685.0,0.05735492577597841,5.0,1,188.0,PETROL
5915,35,AWA,1.0,4698.0,1814.0,1535.0,2095,OPEL,ASTRA SPORTS TOURER,P-J/SW,2685.0,0.06429463171036205,5.0,6,200.0,PETROL
5916,35,AWB,1.0,4656.0,1884.0,1685.0,2320,OPEL,ZAFIRA TOURER,P-J/SW/V,2760.0,0.05440494590417311,2.0,1,192.0,PETROL
5917,35,AWC,1.0,4698.0,1884.0,1685.0,2340,OPEL,"ZAFIRA TOURER,ASTRA SPORT",P-J/SW/V,2760.0,0.06564690885914595,4.0,1,202.0,PETROL
5922,35,AWH,1.0,4040.0,1737.0,1488.0,1690,OPEL,Corsa,S-D,2511.0,0.06875,5.0,1,195.0,PETROL
5923,35,AWI,1.0,4466.0,1840.0,1489.0,2040,OPEL,ASTRA GTC,P-J/SW,2695.0,0.12549497410904661,5.0,1,250.0,PETROL
5924,35,AWJ,1.0,3747.0,1720.0,1484.0,1505,OPEL,Adam,S-D,2311.0,0.04390873869995695,4.0,1,165.0,PETROL
5925,35,AWK,1.0,3747.0,1720.0,1484.0,1515,OPEL,Adam,S-D,2311.0,0.05380411937788987,4.0,1,176.0,PETROL
5926,35,AWL,1.0,3747.0,1720.0,1484.0,1515,OPEL,Adam,S-D,2311.0,0.06279168434450573,4.0,1,185.0,PETROL
5927,35,AWM,1.0,4658.0,1814.0,1500.0,1895,OPEL,ASTRA NOTCHBACK,P-J,2685.0,0.050288820931022764,5.0,1,183.0,PETROL
5928,35,AWN,1.0,4658.0,1814.0,1500.0,1965,OPEL,ASTRA NOTCHBACK,P-J,2685.0,0.06754098360655737,5.0,1,207.0,PETROL
5929,35,AWO,1.0,4658.0,1814.0,1500.0,1945,OPEL,ASTRA NOTCHBACK,P-J,2685.0,0.056553559547571526,5.0,1,193.0,PETROL
5930,35,AWP,1.0,4658.0,1814.0,1500.0,2005,OPEL,ASTRA NOTCHBACK,P-J,2685.0,0.08421052631578947,5.0,1,223.0,PETROL
5934,35,AWT,2.0,4278.0,1764.0,1735.0,1879,OPEL,Mokka,J-A,2555.0,0.0693135935397039,5.0,1,186.0,PETROL
5935,35,AWU,2.0,4278.0,1764.0,1735.0,1879,OPEL,Mokka,J-A,2555.0,0.0693135935397039,5.0,1,186.0,PETROL
5936,35,AWV,1.0,4278.0,1764.0,1735.0,1789,OPEL,Mokka,J-A,2555.0,0.060953746862674796,5.0,1,170.0,PETROL
5937,35,AWW,1.0,4278.0,1764.0,1735.0,1789,OPEL,Mokka,J-A,2555.0,0.060953746862674796,5.0,1,170.0,PETROL
5944,35,AXD,1.0,4419.0,1814.0,1510.0,1885,OPEL,ASTRA,P-J,2685.0,0.04379062606910708,5.0,1,168.0,PETROL
5945,35,AXE,1.0,4419.0,1814.0,1510.0,1895,OPEL,ASTRA,P-J,2685.0,0.05063291139240506,5.0,1,178.0,PETROL
5946,35,AXF,1.0,4419.0,1814.0,1510.0,1885,OPEL,ASTRA,P-J,2685.0,0.05063291139240506,5.0,1,178.0,PETROL
5947,35,AXG,1.0,4419.0,1814.0,1510.0,1945,OPEL,ASTRA,P-J,2685.0,0.05854956753160346,5.0,1,192.0,PETROL
5948,35,AXH,1.0,4419.0,1814.0,1510.0,1935,OPEL,ASTRA,P-J,2685.0,0.05854956753160346,5.0,1,192.0,PETROL
5949,35,AXI,1.0,4419.0,1814.0,1510.0,1955,OPEL,ASTRA,P-J,2685.0,0.06852960745176315,5.0,1,202.0,PETROL
5950,35,AXJ,1.0,4419.0,1814.0,1510.0,1955,OPEL,ASTRA,P-J,2685.0,0.06852960745176315,5.0,1,202.0,PETROL
5951,35,AXK,1.0,4419.0,1814.0,1510.0,2005,OPEL,ASTRA,P-J,2685.0,0.06504578465424692,5.0,6,202.0,PETROL
5952,35,AXL,1.0,4419.0,1814.0,1510.0,1940,OPEL,ASTRA,P-J,2685.0,0.05735492577597841,5.0,1,188.0,PETROL
5953,35,AXM,1.0,4419.0,1814.0,1510.0,1940,OPEL,ASTRA,P-J,2685.0,0.056553559547571526,5.0,1,188.0,PETROL
5954,35,AXN,1.0,4419.0,1814.0,1510.0,1995,OPEL,ASTRA,P-J,2685.0,0.08370323398858592,5.0,1,221.0,PETROL
5963,35,AXY,1.0,4830.0,1856.0,1498.0,2110,OPEL,Insignia Limousine NB,0G-A,2737.0,0.061327776123846385,5.0,6,195.0,PETROL
5965,35,AYA,1.0,4696.0,1839.0,1443.0,2105,OPEL,CASCADA,P-J/SW,2695.0,0.04886174347584675,4.0,1,195.0,PETROL
5966,35,AYB,1.0,4696.0,1839.0,1443.0,2110,OPEL,CASCADA,P-J/SW,2695.0,0.05719044975013881,4.0,1,207.0,PETROL
5967,35,AYC,1.0,4696.0,1839.0,1443.0,2170,OPEL,CASCADA,P-J/SW,2695.0,0.06879471656576774,4.0,1,222.0,PETROL
5968,35,AYD,1.0,4830.0,1856.0,1498.0,2115,OPEL,Insignia Limousine HB,0G-A,2737.0,0.061327776123846385,5.0,6,195.0,PETROL
5972,35,AYH,1.0,4842.0,1856.0,1498.0,2125,OPEL,"INSIGNIA LIMOUSINE HB,Ins",0G-A,2737.0,0.061327776123846385,5.0,6,195.0,PETROL
5973,35,AYI,1.0,4913.0,1856.0,1520.0,2250,OPEL,INSIGNIA SPORTS TOURER SW,0G-A,2737.0,0.05778401122019635,5.0,6,190.0,PETROL
5975,35,AYK,1.0,4390.0,1832.0,1895.0,2189,OPEL,Combo,Combo-D,2755.0,0.05906040268456376,7.0,1,172.0,PETROL
5981,35,AYQ,1.0,4658.0,1814.0,1500.0,2025,OPEL,ASTRA NOTCHBACK,P-J,2685.0,0.0780274656679151,5.0,1,222.0,PETROL
5982,35,AYR,1.0,4419.0,1814.0,1510.0,2015,OPEL,ASTRA,P-J,2685.0,0.0780274656679151,5.0,1,220.0,PETROL
5983,35,AYS,1.0,4698.0,1814.0,1535.0,2105,OPEL,ASTRA SPORTS TOURER,P-J/SW,2685.0,0.07489514679448772,5.0,1,220.0,PETROL
5984,35,AYT,1.0,4466.0,1840.0,1489.0,2000,OPEL,ASTRA GTC,P-J/SW,2695.0,0.0780274656679151,5.0,1,219.0,PETROL
5985,35,AYU,1.0,4666.0,1884.0,1685.0,2395,OPEL,ZAFIRA TOURER,P-J/SW,2760.0,0.071285999429712,5.0,1,212.0,PETROL
5986,35,AYV,1.0,4666.0,1884.0,1685.0,2395,OPEL,ZAFIRA TOURER,P-J/SW,2760.0,0.071285999429712,7.0,1,212.0,PETROL
5990,35,AYZ,1.0,3747.0,1720.0,1484.0,1515,OPEL,Adam,S-D,2311.0,0.05284888521882741,4.0,6,176.0,PETROL
6003,35,AZM,1.0,4503.0,1801.0,1670.0,2130,OPEL,Zafira,A-H/Monocab,2703.0,0.05557309756867698,7.0,1,186.0,PETROL
6009,35,AZS,1.0,4740.0,1832.0,2125.0,2250,OPEL,Combo Van,Combo-D-VAN,3105.0,0.04929577464788732,5.0,1,161.0,PETROL
6014,35,AZX,1.0,4740.0,1832.0,2125.0,2510,OPEL,Combo Van,Combo-D-VAN,3105.0,0.05632,2.0,7,172.0,PETROL
6015,35,AZY,1.0,4740.0,1832.0,2125.0,2475,OPEL,Combo Van,Combo-D-VAN,3105.0,0.05925925925925926,5.0,1,172.0,PETROL
6017,35,BAA,1.0,4842.0,1856.0,1498.0,2130,OPEL,INSIGNIA LIMOUSINE NB,0G-A,2737.0,0.07442691277165824,5.0,1,220.0,PETROL
6018,35,BAB,1.0,4842.0,1856.0,1498.0,2110,OPEL,INSIGNIA LIMOUSINE NB,0G-A,2737.0,0.061327776123846385,5.0,6,195.0,PETROL
6022,35,BAF,1.0,4842.0,1856.0,1498.0,2160,OPEL,INSIGNIA LIMOUSINE NB,0G-A,2737.0,0.10998206814106395,5.0,1,250.0,PETROL
6023,35,BAG,2.0,4842.0,1856.0,1498.0,2300,OPEL,INSIGNIA LIMOUSINE NB,0G-A,2737.0,0.10126582278481013,5.0,1,250.0,PETROL
6026,35,BAJ,1.0,4842.0,1856.0,1498.0,2150,OPEL,INSIGNIA LIMOUSINE HB,0G-A,2737.0,0.07350779182593355,5.0,1,220.0,PETROL
6030,35,BAN,1.0,4842.0,1856.0,1498.0,2175,OPEL,INSIGNIA LIMOUSINE HB,0G-A,2737.0,0.10731991834354039,5.0,1,250.0,PETROL
6033,35,BAQ,1.0,4913.0,1856.0,1520.0,2140,OPEL,INSIGNIA SPORTS TOURER SW,0G-A,2737.0,0.060075823855351415,5.0,1,200.0,PETROL
6034,35,BAR,1.0,4913.0,1856.0,1520.0,2270,OPEL,INSIGNIA SPORTS TOURER SW,0G-A,2737.0,0.071285999429712,5.0,1,215.0,PETROL
6038,35,BAV,1.0,4913.0,1856.0,1520.0,2300,OPEL,INSIGNIA SPORTS TOURER SW,0G-A,2737.0,0.10216546363131594,5.0,1,245.0,PETROL
6041,35,BAY,1.0,4278.0,1764.0,1735.0,1843,OPEL,Mokka,J-A,2555.0,0.07165217391304347,5.0,1,196.0,PETROL
6042,35,BAZ,1.0,4278.0,1764.0,1735.0,1843,OPEL,Mokka,J-A,2555.0,0.07165217391304347,5.0,1,196.0,PETROL
6043,35,BBA,1.0,4466.0,1840.0,1489.0,1990,OPEL,ASTRA GTC,P-J/SW,2695.0,0.09283233343858541,5.0,1,230.0,PETROL
6044,35,BBB,1.0,4696.0,1839.0,1443.0,2140,OPEL,CASCADA,P-J/SW,2695.0,0.08482400461627236,4.0,1,235.0,PETROL
6045,35,BBC,1.0,4666.0,1884.0,1685.0,2360,OPEL,ZAFIRA TOURER,P-J/SW,2760.0,0.08383233532934131,5.0,1,225.0,PETROL
6046,35,BBD,1.0,4666.0,1884.0,1685.0,2360,OPEL,ZAFIRA TOURER,P-J/SW,2760.0,0.08383233532934131,7.0,1,225.0,PETROL
6047,35,BBE,2.0,4842.0,1856.0,1498.0,2340,OPEL,INSIGNIA LIMOUSINE NB,0G-A,2737.0,0.12702630879617327,5.0,1,270.0,PETROL
6048,35,BBF,2.0,4842.0,1856.0,1498.0,2355,OPEL,INSIGNIA LIMOUSINE HB,0G-A,2737.0,0.12652196929592377,5.0,1,270.0,PETROL
6049,35,BBG,2.0,4913.0,1856.0,1520.0,2490,OPEL,INSIGNIA SPORTS TOURER SW,0G-A,2737.0,0.11911288312982805,5.0,1,270.0,PETROL
6056,35,BBN,1.0,4278.0,1764.0,1735.0,1842,OPEL,Mokka,J-A,2555.0,0.07103448275862069,5.0,6,197.0,PETROL
6057,35,BBO,1.0,4278.0,1764.0,1735.0,1842,OPEL,Mokka,J-A,2555.0,0.07103448275862069,5.0,6,197.0,PETROL
6068,35,BBZ,1.0,4021.0,1746.0,1481.0,1620,OPEL,CORSA-E,S-D,2510.0,0.043852106620808254,5.0,1,162.0,PETROL
6069,35,BCA,1.0,4021.0,1746.0,1481.0,1620,OPEL,CORSA-E,S-D,2510.0,0.04729148753224419,5.0,1,167.0,PETROL
6070,35,BCB,1.0,4021.0,1746.0,1481.0,1660,OPEL,CORSA-E,S-D,2510.0,0.0558848433530906,5.0,1,175.0,PETROL
6071,35,BCC,1.0,4021.0,1746.0,1481.0,1650,OPEL,CORSA-E,S-D,2510.0,0.05335489086499596,5.0,6,175.0,PETROL
6072,35,BCD,1.0,4021.0,1746.0,1481.0,1710,OPEL,CORSA-E,S-D,2510.0,0.05982215036378335,5.0,1,185.0,PETROL
6073,35,BCE,1.0,4021.0,1746.0,1481.0,1680,OPEL,CORSA-E,S-D,2510.0,0.05504587155963303,5.0,1,180.0,PETROL
6074,35,BCF,1.0,4021.0,1746.0,1481.0,1680,OPEL,CORSA-E,S-D,2510.0,0.07089241034195162,5.0,1,195.0,PETROL
6077,35,BCJ,1.0,4036.0,1736.0,1479.0,1590,OPEL,CORSA-E,S-D,2510.0,0.045535714285714284,5.0,1,162.0,PETROL
6078,35,BCK,1.0,4036.0,1736.0,1479.0,1600,OPEL,CORSA-E,S-D,2510.0,0.04820333041191937,5.0,1,167.0,PETROL
6079,35,BCL,1.0,4036.0,1736.0,1479.0,1630,OPEL,CORSA-E,S-D,2510.0,0.057291666666666664,5.0,1,175.0,PETROL
6080,35,BCM,1.0,4036.0,1736.0,1479.0,1630,OPEL,CORSA-E,S-D,2510.0,0.05504587155963303,5.0,6,175.0,PETROL
6081,35,BCN,1.0,4036.0,1736.0,1479.0,1680,OPEL,CORSA-E,S-D,2510.0,0.061718098415346125,5.0,1,185.0,PETROL
