abi_code,INFORCE,MARKET_QTY
53551501, -   ,14
53551601, -   ,22
53551701, -   ,3
53551801, -   ,0
53551901, -   ,10
53551902, -   ,1
53552001, -   ,9
53552101, -   ,0
53552201,2,153
53552202, -   ,3
53552301, -   ,19
53552302, -   ,1
53552401,1,1
53552402, -   ,0
53552501, -   ,27
53552502, -   ,6
53552601, -   ,0
53552602, -   ,0
53552701,80,863
53552702,20,406
53552801,49,373
53552802,33,479
53552901,84,84
53553001, -   ,17
53553002, -   ,1
53553101,6,132
53553201,2,216
53553301,13,301
53553401,22,275
53553402, -   ,9
53553501,40,958
53553502,370,"7,164"
53553601,3,3
53553701,6,248
53553702, -   ,96
53553801,5,"1,094"
53553802, -   ,45
53553803,33,"1,024"
53553804,3,34
53553901,11,11
53553902, -   ,0
53554001,4,"1,948"
53554002,2,32
53554003,5,801
53554004, -   ,0
53554005,33,872
53554006,1,73
53554007,51,514
53554008,6,56
53554101,1,47
53554102, -   ,0
53554103,1,"3,347"
53554104, -   ,0
53554105,17,"1,495"
53554106,3,3
53554107,11,884
53554108,3,227
53554201,15,"1,337"
53554202,128,"1,156"
53554301,1,1
53554302,1,1
53554401,1,895
53554402,1,1
53554501, -   ,0
53554601, -   ,11
53554701, -   ,20
53554801, -   ,9
53554901,5,5
53555001,15,107
53555101, -   ,64
53555201, -   ,49
53555301, -   ,0
53555302, -   ,0
53555401,1,32
53555501, -   ,71
53555601, -   ,79
53555701, -   ,11
53555801, -   ,0
53555901, -   ,29
53556001, -   ,10
53556101,20,298
53556201,23,386
53556301,5,32
53556302,6,360
53556401,108,464
53556402,39,471
53556501,1,90
53556601, -   ,15
53556701,5,324
53556702,18,132
53556801,105,"7,263"
53556901,187,"4,374"
53556902,181,"1,449"
53557001,453,"12,053"
53557101,332,"5,319"
53557102,34,934
53557201, -   ,29
53557202, -   ,227
53557301, -   ,13
53557302,3,3
53557401, -   ,86
53557501, -   ,5
53557601, -   ,10
53557701, -   ,2
53557801, -   ,1
53557901,16,"3,869"
53557902,36,786
53557903,5,80
53558001,56,"1,191"
53558002,186,"3,106"
53558003,9,243
53558101,29,"3,537"
53558102,148,"7,035"
53558103,140,"2,022"
53558104,25,"1,388"
53558201,22,157
53558202,30,47
53558301,0,302
53558302,86,409
53558401,7,37
53558501,6,52
53558502,1,7
53558601,113,772
53558602,76,"2,120"
53558701,8,302
53558702, -   ,0
53558801,90,493
53558901,21,21
53559001,28,28
53559002, -   ,0
53559101,3,489
53559102,1,3
53559201,23,885
53559301,14,14
53559302,37,72
53559401, -   ,0
53559501, -   ,0
53559601,19,115
53559701,30,"1,862"
53559801,28,"2,949"
53559901,13,37
53560001,3,8
53560101,6,90
53560201,32,295
53560301,6,44
53560401,17,643
53560402,4,662
53560501,2,3
53560601,2,73
53560701,9,430
53560702,1,5
53560703,3,58
53560704, -   ,4
53560801,3,59
53560802,1,8
53560803, -   ,14
53560804, -   ,2
53560901,3,81
53560902,5,42
53560903,5,33
53560904,26,354
53561001,15,489
53561002,14,251
53561003,1,136
53561004,2,147
53561101,268,981
53561102,87,"1,888"
53561201,178,"5,624"
53561202,35,"3,393"
53561301,47,"1,920"
53561302,25,492
53561303,99,996
53561304,77,"1,094"
53561401,253,"5,612"
53561402,157,"1,975"
53561403,237,"7,240"
53561404,121,"1,961"
53561501,113,"5,171"
53561502,61,481
53561503,100,"3,811"
53561504,33,"1,413"
53561601, -   ,0
53561602, -   ,0
53561701, -   ,0
53561702, -   ,0
53561703, -   ,0
53561704, -   ,0
53561801, -   ,0
53561802, -   ,0
53561803, -   ,0
53561804, -   ,0
53561805, -   ,0
53561901,1,168
53561902, -   ,82
53561903,1,115
53561904, -   ,87
53562001,33,190
53562002,0,428
53562101,6,47
53562102,4,105
53562201, -   ,0
53562202, -   ,0
53562203, -   ,0
53562204, -   ,0
53562205, -   ,0
53562206, -   ,0
53562301, -   ,0
53562302, -   ,0
53562401, -   ,0
53562402, -   ,0
53562403, -   ,0
53562404, -   ,0
53562405, -   ,0
53562406, -   ,0
53562407, -   ,0
53562408, -   ,0
53562501,27,880
53562502,128,"2,360"
53562601,7,66
53562602,12,219
53562603,28,352
53562701, -   ,0
53562801,63,"3,065"
53562802,109,873
53562803,553,"5,652"
53562804,212,"2,873"
53562901, -   ,0
53562902, -   ,0
53562903, -   ,1
53562904, -   ,9
53563001, -   ,0
53563002, -   ,0
53563003, -   ,0
53563004, -   ,0
53563101, -   ,0
53563102, -   ,0
53563201,16,"1,689"
53563202,25,"2,020"
53563203,412,"5,890"
53563204,204,"8,714"
53563205,12,422
53563301,12,120
53563302,61,732
53563401,29,987
53563402,234,"4,335"
53563501,3,96
53563502,9,128
53563601, -   ,0
53563602, -   ,0
53563603, -   ,0
53563604, -   ,0
53563701, -   ,0
53563702, -   ,0
53563801, -   ,0
53563802, -   ,11
53563901, -   ,0
53563902, -   ,1
53564001, -   ,1
53564002, -   ,1
53564101, -   ,0
53564102, -   ,0
53564103, -   ,0
53564104, -   ,0
53564201, -   ,0
53564202, -   ,5
53564301, -   ,12
53564401,32,208
53564402,0,908
53564501,1,103
53564502,5,116
53564601, -   ,0
53564602, -   ,0
53564603, -   ,0
53564604, -   ,0
53564701,24,384
53564801,27,687
53564901,2,2
53564902, -   ,4
53564903, -   ,11
53565001, -   ,1
53565002, -   ,23
53565003, -   ,10
53565101,29,"1,299"
53565201,33,799
53565301, -   ,0
53565302,2,2
53565303, -   ,0
53565304,1,1
53565305, -   ,3
53565306, -   ,1
53565307, -   ,0
53565308, -   ,0
53565309, -   ,0
53565310, -   ,0
53565401, -   ,1
53565402, -   ,0
53565501, -   ,8
53565601,409,"6,453"
53565602,167,"1,293"
53565701,19,323
53565702,5,70
53565801,9,488
53565802,1,44
53565901,61,"1,822"
53565902,100,513
53566001, -   ,0
53566002, -   ,0
53566003, -   ,0
53566004, -   ,0
53566101, -   ,0
53566102, -   ,0
53566103, -   ,0
53566104, -   ,0
53566201,1,4
53566202, -   ,16
53566301,139,"2,207"
53566302,27,667
53566401, -   ,1
53566402, -   ,0
53566403, -   ,0
53566404, -   ,0
53566405, -   ,3
53566406, -   ,1
53566501, -   ,0
53566502, -   ,5
53566503, -   ,0
53566504, -   ,0
53566601,6,35
53566602,2,27
53566701,2,159
53566702,63,"2,598"
53566801,4,83
53566802,26,"2,275"
53566901,431,"7,850"
53566902,374,"7,540"
53567001, -   ,27
53567002, -   ,60
53567101, -   ,2
53567102, -   ,8
53567201,45,"2,264"
53567202,244,"5,094"
53567301, -   ,18
53567302, -   ,57
53567401,54,"1,910"
53567402,37,"1,432"
53567501,14,"2,019"
53567502,333,"6,169"
53567601, -   ,2
53567701,1,16
53567801,13,191
53567802, -   ,27
53567803,15,35
53567804,4,4
53567901, -   ,62
53567902, -   ,34
53567903,1,19
53567904, -   ,21
53568001, -   ,24
53568101, -   ,39
53568102, -   ,8
53568201, -   ,2
53568301, -   ,24
53568302,3,54
53568401, -   ,22
53568402, -   ,38
53568501, -   ,13
53568502, -   ,15
53568503, -   ,1
53568504,1,3
53568601, -   ,1
53568602, -   ,6
53568701, -   ,40
53568702, -   ,70
53568703, -   ,1
53568704, -   ,3
53568801,1,44
53568802,2,51
53568901, -   ,9
53568902, -   ,45
53569001,82,"2,558"
53569101,66,"1,364"
53569201,280,"4,448"
53569202, -   ,0
53569301,218,"6,706"
53569401, -   ,0
53569402, -   ,0
53569501, -   ,8
53569502,4,55
53569601,3,50
53569602,21,248
53569701,29,163
53569702,3,572
53569703,39,328
53569704,80,80
53569801,41,749
53569802,13,53
53569803,49,860
53569804,64,64
53569901, -   ,2
53569902, -   ,4
53570001, -   ,2
53570101,9,196
53570102,5,156
53570201,1,29
53570202,26,"1,049"
53570301, -   ,0
53570302, -   ,0
53570401,33,590
53570501, -   ,0
53570601,3,47
53570701,64,"1,332"
53570702,25,986
53570703,57,"1,185"
53570704,70,"2,218"
53570801,4,130
53570802,5,714
53570901,5,146
53570902,6,114
53571001, -   ,30
53571002, -   ,46
53571003, -   ,3
53571004, -   ,8
53571101, -   ,20
53571102, -   ,57
53571103, -   ,3
53571104, -   ,1
53571201, -   ,2
53571202, -   ,0
53571301,31,238
53571302,21,315
53571401,780,"16,761"
53571501,721,"11,409"
53571601,98,"1,720"
53571701, -   ,5
53571702, -   ,1
53571703, -   ,3
53571704, -   ,1
53571801, -   ,36
53571802, -   ,68
53571803, -   ,1
53571804, -   ,13
53571901, -   ,25
53571902,1,40
53571903, -   ,4
53571904, -   ,12
53572001, -   ,1
53572002, -   ,2
53572101,289,"2,673"
53572201,187,"2,145"
53572202,9,319
53572203, -   ,0
53572301,67,"3,772"
53572302,67,750
53572401,14,398
53572501,18,220
53572601,237,"2,686"
53572602,106,"1,016"
53572701,31,"3,477"
53572702,13,"1,014"
53572801,1,117
53572802,1,51
53572901,0,65
53572902,1,3
53573001, -   ,5
53573002, -   ,22
53573101, -   ,2
53573102, -   ,7
53573201, -   ,64
53573202,2,153
53573301, -   ,85
53573302,1,151
53573401, -   ,26
53573402,2,157
53573501, -   ,6
53573502, -   ,38
53573601,4,114
53573602, -   ,56
53573701,0,280
53573801,64,"1,602"
53573901,14,519
53574001,1,636
53574002,23,"1,949"
53574101,1,1
53574201, -   ,0
53574301, -   ,22
53574401,23,537
53574501,61,"1,740"
53574601,114,"1,257"
53574602,19,255
53574701,47,748
53574801,206,"3,496"
53574802,147,996
53574901,59,147
53574902,103,466
53575001, -   ,5
53575002, -   ,19
53575003, -   ,1
53575004, -   ,0
53575101, -   ,1
53575102, -   ,1
53575103, -   ,0
53575104, -   ,1
53575201, -   ,4
53575202, -   ,2
53575203, -   ,1
53575204, -   ,1
53575301, -   ,2
53575302, -   ,1
53575303, -   ,1
53575304, -   ,0
53575401,17,284
53575501,5,231
53575601,7,7
53575701,16,589
53575801,48,48
53575901,10,"1,081"
53575902,12,304
53576001,66,"4,902"
53576101,12,294
53576201,23,666
53576202,1,3
53576203,61,"2,418"
53576204,53,592
53576301,77,"1,126"
53576401,1,42
53576501,3,72
53576601,4,290
53576602,25,440
53576603,2,9
53576701,4,299
53576702,57,206
53576801,1,20
53576901,2,2
53576902,7,116
53576903,2,33
53577001, -   ,0
53577002,1,5
53577101, -   ,0
53577201, -   ,0
53577301, -   ,0
53577302, -   ,0
53577401,16,263
53577402,62,"1,037"
53577403,6,307
53577501,28,670
53577502,121,"3,598"
53577503,14,221
53577601, -   ,36
53577602, -   ,87
53577701,3,229
53577801,9,"1,611"
53577901, -   ,0
53578001,3,973
53578101, -   ,152
53578201,1,40
53578301, -   ,22
53578401, -   ,"1,760"
53578402, -   ,0
53578501,1,172
53578601, -   ,34
53578701, -   ,21
53578801,1,70
53578901, -   ,27
53579001, -   ,17
53579002,3,284
53579003, -   ,74
53579101,1,299
53579102, -   ,4
53579201,1,606
53579202,3,"2,355"
53579301,2,168
53579302,1,136
53579303, -   ,12
53579401,2,207
53579402, -   ,399
53579403, -   ,39
53579404, -   ,127
53579405, -   ,63
53579501, -   ,0
53579601,1,718
53579602, -   ,66
53579701,15,619
53579702,474,"11,875"
53579703,31,555
53579801,8,214
53579802,13,402
53579901, -   ,0
53580001,1,6
53580002,3,38
53580101, -   ,0
53580201,8,139
53580301,1,24
53580302,1,14
53580401,16,514
53580402,17,466
53580501,7,659
53580502,19,538
53580503,28,607
53580504,15,477
53580601, -   ,69
53580602,7,55
53580701,5,31
53580702, -   ,7
53580801,16,443
53580802,72,774
53580803,1,288
53580901,5,195
53580902,9,718
53580903, -   ,149
53581001,132,132
53581002,50,"2,266"
53581003,100,"1,340"
53581101,8,"1,059"
53581102,127,"3,554"
53581103,28,741
53581201,17,343
53581301,3,75
53581401,88,"2,187"
53581402,34,502
53581501,3,22
53581601,112,510
53581602,16,94
53581701,16,440
53581702,48,216
53581801,3,141
53581802,15,78
53581901,3,36
53582001,3,335
53582101,255,"6,601"
53582102,103,"3,087"
53582201,89,"1,263"
53582202,57,"1,066"
53582301,28,491
53582302,198,"1,407"
53582401,20,536
53582402,195,"1,632"
53582501,1,99
53582601,24,322
53582602,7,"1,274"
53582701,13,340
53582702,95,"1,289"
53582801,19,143
53582901,6,289
53583001,4,131
53583002,4,19
53583101,2,79
53583201,2,197
53583202,59,753
53583301,7,7
53583302,2,22
53583401, -   ,1
53583501, -   ,0
53583601, -   ,0
53583701, -   ,0
53583801, -   ,1
53583802, -   ,0
53583901, -   ,0
53584001,1,1
53584101, -   ,0
53584201, -   ,0
53584301, -   ,0
53584401, -   ,0
53584501,2,2
53584601,4,14
53584602, -   ,14
53584603,3,23
53584604, -   ,8
53584701, -   ,28
53584702,5,18
53584703,4,16
53584704, -   ,7
53584801, -   ,0
53584901,3,317
53585001,1,1
53585101, -   ,4
53585201,1,266
53585202,1,50
53585203, -   ,252
53585204,2,46
53585301, -   ,31
53585401, -   ,0
53585501, -   ,0
53585601, -   ,5
53585701,2,131
53585702, -   ,27
53585801, -   ,38
53585901, -   ,162
53586001, -   ,22
53586101,1,1
53586201, -   ,13
53586301,4,434
53586401, -   ,56
53586501,2,166
53586601,3,606
53586701,219,934
53586702,39,169
53586801,378,"3,901"
53586802,80,"2,675"
53586901,33,805
53586902,26,345
53587001,1,267
53587101, -   ,0
53587201, -   ,29
53587202, -   ,253
53587301,6,106
53587302, -   ,29
53587401,3,321
53587402,3,118
53587501,209,"3,282"
53587502,177,"2,544"
53587601,19,47
53587602,35,171
53587603,16,"2,033"
53587701,71,510
53587702,101,540
53587801,2,62
53587802,15,369
53587901,181,"2,009"
53588001, -   ,97
53588101,24,381
53588102,3,178
53588201,122,229
53588301,14,205
53588401,9,9
53588501,21,391
53588601,147,"4,458"
53588602,598,"14,946"
53588701,64,"1,015"
53588702,303,"7,512"
53588801,106,"1,155"
53588802,46,505
53588803,906,"6,414"
53588804,232,"3,998"
53588901,1,652
53588902,260,"6,357"
53589001,62,340
53589101,39,801
53589201,179,833
53589202,0,459
53589301,72,126
53589401,15,177
53589402,15,99
53589403,9,77
53589404,15,135
53589501,55,928
53589502,57,"1,160"
53589601,454,"3,497"
53589602,136,286
53589603,396,"4,970"
53589604,68,557
53589701,10,340
53589702,4,40
53589801,4,21
53589901,158,"1,372"
53589902,41,402
53590001,29,"1,039"
53590002,55,518
53590101,17,477
53590201,86,"1,834"
53590301,5,"1,484"
53590401,17,333
53590501,41,"1,010"
53590601, -   ,0
53590701, -   ,99
53590702, -   ,22
53590703,8,55
53590704,7,"1,843"
53590801,3,10
53590802,3,4
53590901, -   ,19
53591001,23,218
53591101,48,"1,276"
53591201,47,360
53591301,9,116
53591401,102,"3,334"
53591402,42,"1,487"
53591501,7,76
53591502,7,33
53591601,82,"1,340"
53591602,130,"1,552"
53591701,4,170
53591702,1,109
53591801,3,76
53591802,8,20
53591901,1,102
53591902,5,75
53592001,1,8
53592002,1,3
53592101,130,"1,665"
53592102,321,328
53592201,16,187
53592202,105,"2,300"
53592203,2,9
53592301,53,"1,384"
53592302,140,"10,970"
53592303,43,"1,688"
53592401,87,"1,051"
53592402,839,"16,760"
53592403,190,"7,420"
53592404,77,192
53592405,15,131
53592501, -   ,0
53592601, -   ,28
53592602,3,57
53592603, -   ,1
53592604, -   ,3
53592605, -   ,65
53592701,3,161
53592702,1,186
53592703,2,96
53592704,5,289
53592705,5,48
53592801,4,98
53592802,2,295
53592803,2,17
53592804,4,297
53592805, -   ,4
53592901,2,47
53592902, -   ,71
53592903, -   ,5
53592904, -   ,13
53593001,16,574
53593002,98,"1,580"
53593101,15,359
53593102,99,"5,330"
53593201,13,385
53593202,296,"2,390"
53593203,89,"1,459"
53593204,69,"1,033"
53593205,39,90
53593301,66,984
53593302,11,228
53593401,232,"4,563"
53593402,0,677
53593501,13,93
53593601,30,499
53593701,11,312
53593801,5,113
53593802, -   ,42
53593901,37,366
53593902,34,34
53594001, -   ,111
53594002,1,107
53594101,1,170
53594102,3,297
53594201,50,"2,305"
53594202,80,546
53594301,17,820
53594302,105,"4,093"
53594303,85,"2,696"
53594401,26,577
53594402,12,221
53594403,85,790
53594404,12,199
53594501,9,460
53594502,41,515
53594601,38,"2,555"
53594602,38,"3,922"
53594701,17,702
53594702,8,476
53594801,67,"1,667"
53594802,450,"13,707"
53594803,243,"5,947"
53594901,8,35
53595001, -   ,8
53595101,1,18
53595201, -   ,28
53595202, -   ,3
53595301,5,248
53595401,16,638
53595402,12,99
53595501,98,"1,546"
53595502,178,"1,030"
53595601,21,"3,917"
53595701,21,135
53595801,70,566
53595802,19,504
53595901,75,"1,666"
53595902, -   ,334
53595903,73,"3,883"
53595904,92,"1,667"
53596001,21,"1,131"
53596002,545,"5,708"
53596003,3,250
53596101,27,681
53596102,234,"7,594"
53596103,77,581
53596201,16,651
53596202, -   ,"1,347"
53596203,208,"4,200"
53596204,284,551
53596205,304,"2,838"
53596206,79,879
53596301,12,424
53596302, -   ,0
53596303,169,"6,889"
53596304,41,"2,175"
53596305,160,"3,105"
53596306,77,535
53596401,85,"1,239"
53596402,26,541
53596403,17,"2,760"
53596404,91,"1,733"
53596501,11,518
53596601,34,223
53596701,389,"5,899"
53596702,106,905
53596801, -   ,1
53596901, -   ,1
53597001, -   ,0
53597101,264,"3,449"
53597102,77,"3,566"
53597201, -   ,0
53597202, -   ,0
53597301, -   ,29
53597401,3,52
53597402,4,63
53597501, -   ,0
53597502, -   ,0
53597601,57,"2,135"
53597602,60,973
53597701,18,217
53597801, -   ,0
53597802, -   ,0
53597901,962,"20,449"
53597902,656,"6,698"
53598001, -   ,0
53598002, -   ,0
53598101,154,"4,642"
53598102,107,"2,463"
53598201, -   ,0
53598301, -   ,0
53598302, -   ,0
53598401,1,1
53598402, -   ,0
53598501, -   ,0
53598601, -   ,2
53598602, -   ,0
53598701, -   ,0
53598702, -   ,0
53598801, -   ,0
53598802, -   ,0
53598901,310,"5,187"
53598902,124,"2,495"
53599001,174,"2,264"
53599002,50,"1,196"
53599101, -   ,0
53599102, -   ,0
53599201,211,"2,655"
53599202,93,"1,158"
53599301,168,"2,231"
53599302,94,759
53599401, -   ,0
53599402, -   ,0
53599501, -   ,0
53599601,"1,192","6,940"
53599602,772,"5,964"
53599603,124,"2,168"
53599604,89,"1,120"
53599701,169,"2,431"
53599702,63,"1,336"
53599703,32,914
53599704,20,297
53599801, -   ,1
53599802, -   ,0
53599901,1,99
53599902,1,11
53600101,115,"2,866"
53600102,13,557
53600201, -   ,1
53600202, -   ,0
53600301, -   ,19
53600302, -   ,4
53600401, -   ,334
53600501, -   ,3
53600601, -   ,995
53600602, -   ,20
53600701, -   ,481
53600801, -   ,247
53600802,1,1
53600901,4,857
53600902, -   ,52
53601001, -   ,9
53601002, -   ,1
53601101,0,"2,929"
53601102,4,847
53601201,2,47
53601202,5,22
53601301,1,64
53601302, -   ,29
53601303,1,1
53601304, -   ,0
53601401,39,"1,879"
53601402,98,773
53601501,33,343
53601502,64,662
53601503,31,969
53601504,39,908
53601601, -   ,3
53601602,11,11
53601603,1,216
53601701, -   ,0
53601801,1,1
53601901, -   ,6
53602001,25,810
53602101,25,211
53602102,4,16
53602201,62,714
53602202,13,63
53602301,7,221
53602401,19,"1,658"
53602402,54,524
53602501,0,56
53602502, -   ,81
53602601,175,"1,773"
53602701,25,409
53602801,38,902
53602802,63,259
53602901,11,542
53602902,4,91
53603001,75,738
53603002,79,591
53603101,1,"1,713"
53603102,34,534
53603201,6,27
53603202,9,134
53603203,206,"6,080"
53603204,5,53
53603301,4,433
53603302,624,"9,356"
53603303,38,907
53603401,113,"1,367"
53603501,71,341
53603502,45,370
53603601, -   ,0
53603701,8,122
53603702,6,261
53603703,25,356
53603704,0,397
53603801,12,"1,036"
53603802,37,50
53603901,16,100
53603902,5,77
53604001,8,32
53604002,1,30
53604101,2,554
53604201,6,30
53604301,63,"1,071"
53604401,103,425
53604501,7,"2,373"
53604502,2,"8,779"
53604601,57,569
53604602,15,176
53604701,10,95
53604702,3,88
53604801,4,76
53604802,40,408
53604901, -   ,7
53604902, -   ,3
53605001,4,266
53605002,5,324
53605101, -   ,3
53605102,1,2
53605201,1,43
53605202,3,261
53605301,26,26
53605302,103,158
53605401,3,91
53605402,13,129
53605501,109,"1,965"
53605502,70,785
53605601, -   ,0
53605701, -   ,5
53605702, -   ,19
53605703, -   ,8
53605704, -   ,16
53605801,7,"3,431"
53605802,21,280
53605901,81,"1,397"
53605902,28,268
53605903,87,"1,057"
53605904,59,502
53606001,12,678
53606002,21,394
53606101,8,365
53606102,8,49
53606103,10,570
53606104,17,113
53606201,90,"2,380"
53606301,5,29
53606401,10,230
53606501, -   ,2
53606601, -   ,1
53606701,4,4
53606702,1,1
53606801,60,"1,524"
53606802,138,"3,134"
53606901,3,218
53607001,16,117
53607101,44,904
53607102,4,373
53607201, -   ,"5,343"
53607202,1,1
53607301,8,159
53607302,165,"2,083"
53607401,4,25
53607501,4,63
53607601,41,"3,034"
53607701,6,55
53607801,22,"1,488"
53607901,2,105
53608001,1,31
53608101,7,119
53608102,127,"5,027"
53608201,26,435
53608202, -   ,1
53608203,945,"9,473"
53608204,521,"4,320"
53608301,47,319
53608302, -   ,0
53608303,"1,052","23,166"
53608304,286,"7,064"
53608401,8,336
53608402, -   ,0
53608403,"1,084","12,925"
53608404,182,"1,592"
53608501,4,164
53608502, -   ,0
53608503,186,"3,520"
53608504,44,689
53608601,32,222
53608602, -   ,0
53608603,224,"2,328"
53608604,1,605
53608701,5,71
53608801,2,49
53608901,6,29
53608902,11,82
53609001,87,"2,882"
53609002,404,"2,259"
53609101,204,999
53609201,2,416
53609202,16,"1,630"
53609301, -   ,0
53609401,85,"2,506"
53609402,10,76
53609501, -   ,2
53609502, -   ,0
53609601,1,3
53609602, -   ,10
53609701,21,182
53609801,10,70
53609901,2,13
53610001,3,201
53610002, -   ,12
53610101, -   ,23
53610102, -   ,0
53610201,17,262
53610202,30,144
53610301,5,"2,632"
53610401,233,"3,348"
53610402,42,469
53610501,136,"1,680"
53610601,324,"2,719"
53610602,133,"2,787"
53610701,331,"10,288"
53610801,93,"1,161"
53610802,178,967
53610901,279,"2,267"
53611001,69,291
53611002,18,290
53611101,72,648
53611201,3,293
53611301,0,350
53611401,8,29
53611501,1,3
53611601,4,55
53611602,7,7
53611701,3,31
53611702,20,20
53611801,3,47
53611901,43,"1,605"
53611902,190,"1,507"
53612001,636,"4,092"
53612002,474,740
53612101,99,329
53612102,88,802
53612201,16,72
53612202,7,118
53612301,15,114
53612302,19,127
53612401,16,202
53612402,32,345
53612501, -   ,23
53612502, -   ,7
53612503,2,11
53612504,1,4
53612601,12,15
53612602,0,27
53612603, -   ,4
53612604,8,62
53612701,1,17
53612702,2,9
53612703, -   ,8
53612704, -   ,0
53612801,3,43
53612802,13,33
53612803,4,65
53612804,3,13
53612901,1,30
53612902, -   ,1
53612903,11,15
53612904,1,2
53613001,1,77
53613101,4,125
53613201,2,37
53613202, -   ,6
53613203,2,10
53613204,2,5
53613301,2,734
53613302,4,280
53613401,37,"1,593"
53613402,262,"5,044"
53613501,13,"1,356"
53613502,118,"1,058"
53613601,21,366
53613602,26,396
53613701,36,"1,870"
53613702,98,"1,505"
53613703,274,"1,767"
53613704,70,"1,515"
53613801,269,"12,518"
53613802,72,"2,261"
53613803,0,"7,554"
53613804,160,"2,139"
53613901,114,"1,960"
53613902,37,626
53613903,369,"4,951"
53613904,53,548
53614001,1,18
53614101, -   ,73
53614201, -   ,20
53614301,57,"1,138"
53614302,5,107
53614303,36,571
53614304,30,655
53614401,77,"1,156"
53614501,75,"1,750"
53614601,152,"3,042"
53614602,25,"1,994"
53614701,255,660
53614801,1,62
53614901,42,369
53614902,23,199
53615001, -   ,35
53615101,0,891
53615201,2,258
53615301,55,668
53615302,211,"2,817"
53615401,92,"2,007"
53615402,90,"1,353"
53615501,282,"11,379"
53615502,63,"7,492"
53615601,11,207
53615701,43,43
53615801, -   ,31
53615901,28,259
53615902,6,172
53616001, -   ,48
53616002, -   ,15
53616101,132,"2,485"
53616102,38,"1,232"
53616201,42,897
53616202,46,"1,012"
53616301, -   ,19
53616302,1,31
53616401,60,182
53616402,12,97
53616501,138,603
53616502,86,593
53616601,30,204
53616602,26,105
53616701,22,97
53616801,13,176
53616901,8,285
53617001,23,68
53617002,4,79
53617101, -   ,13
53617102,16,26
53617201,54,"1,750"
53617202,20,158
53617301,128,"1,286"
53617302,54,216
53617401,26,183
53617402,0,173
53617501,53,477
53617502,35,112
53617601,32,272
53617602,27,437
53617701,5,47
53617801,6,47
53617802,8,50
53617901,8,77
53618001, -   ,6
53618002,1,15
53618101,31,787
53618201,4,418
53618202,30,465
53618301,2,148
53618401,390,"4,351"
53618402,309,"17,992"
53618501,210,"2,131"
53618502,121,876
53618503,769,"13,695"
53618504,0,"5,402"
53618601,60,"1,151"
53618602,320,"4,453"
53618701,34,522
53618702,35,356
53618801,13,98
53618802,8,195
53618803,10,158
53618804,18,345
53618901,29,236
53619001,11,164
53619101,30,817
53619102,111,549
53619201,46,622
53619301,12,"1,271"
53619401,52,52
53619501,45,"1,801"
53619601,8,112
53619701,5,122
53619801,18,160
53619901,3,48
53620001,1,54
53620002, -   ,7
53620101, -   ,9
53620201, -   ,1
53620301,5,337
53620302,34,395
53620401,2,27
53620402,2,44
53620501,2,5
53620502,4,21
53620601,119,585
53620701,239,597
53620801,57,"1,084"
53620802,87,480
53620901,429,"13,169"
53621001,379,379
53621002,0,"4,032"
53621101,5,338
53621102,2,211
53621201,44,464
53621301,0,906
53621302,119,776
53621401,29,456
53621501,102,311
53621601,9,573
53621602,24,133
53621701,34,"1,119"
53621801,15,91
53621901,84,"1,186"
53622001,174,"4,404"
53622101,32,184
53622201,13,112
53622301, -   ,0
53622302,5,34
53622401, -   ,0
53622402,2,21
53622501,364,"5,881"
53622502,158,"3,898"
53622601,"1,091","14,723"
53622602,254,"16,526"
53622603,102,662
53622604,227,"2,157"
53622701,170,"3,991"
53622702,65,"1,264"
53622801,125,"4,469"
53622802,872,"5,315"
53622803,89,580
53622804,296,999
53622901,146,976
53622902,29,316
53623001,1,58
53623101,61,793
53623102,38,174
53623201,1,31
53623301,5,107
53623401,40,"1,302"
53623402,4,109
53623501,3,3
53623502, -   ,138
53623601,1,1
53623701,3,3
53623702, -   ,0
53623801, -   ,0
53623901,22,147
53623902,25,243
53624001,3,3
53624002,1,44
53624101,1,1
53624102,1,1
53624201, -   ,3
53624301,122,715
53624302,35,352
53624401,119,"1,384"
53624402,45,"1,076"
53624501,8,53
53624601,71,"1,460"
53624701,90,"1,490"
53624801,26,984
53624901,1,13
53624902,1,8
53625001,5,32
53625002,3,112
53625101,87,"1,086"
53625102,0,436
53625201,344,"6,263"
53625202,395,903
53625301,21,"1,150"
53625302,39,"2,967"
53625401,91,627
53625402,46,"2,139"
53625501,17,102
53625502,13,83
53625601,59,"2,548"
53625602,43,382
53625701,9,152
53625702,3,110
53625801,91,762
53625901,27,885
53626001, -   ,7
53626101, -   ,1
53626201, -   ,1
53626301, -   ,1
53626401, -   ,27
53626501, -   ,1
53626601,74,847
53626602,20,247
53626701,67,"1,339"
53626702,18,204
53626801,2,192
53626802,14,174
53626901,66,941
53626902,132,"1,566"
53627001,80,"1,887"
53627002,75,"1,918"
53627101,2,38
53627201,3,47
53627202,1,14
53627301, -   ,10
53627302,1,14
53627401,2,14
53627501,1,16
53627601, -   ,0
53627602, -   ,0
53627701,9,800
53627702,29,"2,365"
53627801, -   ,0
53627802, -   ,0
53627901,2,36
53627902,283,"8,849"
53627903,163,"10,778"
53627904,5,690
53627905,4,398
53627906,30,883
53627907,66,486
53627908,327,"4,061"
53627909,68,68
53627910,663,"1,519"
53627911,227,952
53627912,1,2
53627913, -   ,2
53627914,2,13
53627915, -   ,3
53627916,1,17
53627917,5,14
