abi_code,INFORCE,MARKET_QTY
24508601,40,88
24508701,6,20
24508801, -   ,73
24508802,2,17
24508901,8,140
24509001, -   ,0
24509101, -   ,138
24509201, -   ,109
24509301, -   ,250
24509401,8,83
24509501,4,30
24509601,55,373
24509602,73,398
24509701, -   ,18
24509702, -   ,3
24509703, -   ,0
24509801,10,114
24509901,5,131
24510001,4,176
24510101,3,441
24510201,105,"1,298"
24510301,4,90
24510401,0,731
24510501,3,30
24510601,34,585
24510701,89,"2,024"
24510801, -   ,1
24510901,14,267
24511001,1,272
24511101,37,544
24511201,25,218
24511301,9,75
24511401,16,99
24511501, -   ,0
24511502,1,1
24511601,11,44
24511602,6,34
24511701,5,19
24511702,2,33
24511801,5,87
24511802,4,93
24511803, -   ,1
24511804, -   ,0
24511901,1,1
24511902, -   ,0
24512001,66,81
24512002,31,143
24512101,6,901
24512201, -   ,79
24512301,21,439
24512401,7,41
24513001, -   ,0
24520101,9,775
24520201,1,220
24520301, -   ,4
24525001,1,150
24525002,2,53
24525101,1,230
24525102, -   ,52
24525103,1,235
24525104,1,103
24525201,2,2
24525301, -   ,0
24525401,1,1
24525701, -   ,3
24525801,2,82
24525802,4,340
24525803,28,"1,157"
24525804,341,"1,149"
24525805,41,907
24525806,93,346
24525807,6,61
24525808, -   ,0
24525809,1,5
24525810,7,242
24525811,10,48
24525812,35,308
24525813,61,611
24525814,0,85
24525815,6,"2,229"
24525816,14,96
24525817,7,167
24525818, -   ,"2,100"
24525819,54,664
24525820,121,"1,270"
24525821, -   ,0
24525822,77,605
24525823,270,"3,735"
24525824,225,"3,065"
24525825,173,"1,115"
24525826,61,551
24525827,95,566
24525828,88,"1,287"
24525829,45,499
24525830,700,"2,913"
24525831,129,229
24525832,129,304
24525833,109,936
24525834,2,21
24525835,18,80
24525837,8,96
24525838,14,78
24525839,6,42
24525840,3,19
24525841,5,82
24525842,14,133
24525843,13,71
24525844,26,192
24525845,124,"1,720"
24525846,39,484
24525847,45,574
24525848,10,82
24525849,2,51
24525850,1,17
24525851,4,7
24525852, -   ,5
24525853,12,135
24525854,35,111
24525855,20,40
24525856,3,145
24525857,31,377
24525858, -   ,81
24525859,4,14
24525860,17,241
24525861,4,48
24525862,29,125
24525863,2,42
24525864,5,12
24525865,8,178
24525866,4,52
24525867,2,110
24525868,38,133
24525869,23,139
24525870,1,1
24525871,7,63
24525872,7,35
24525873,26,213
24525874,21,145
24525875,1,167
24525876,164,439
24525877,51,402
24525878, -   ,0
24525879,346,"2,467"
24525880,202,"1,853"
24525881,175,606
24525882,73,376
24525883,64,133
24525884,2,3
24525885,64,478
24525886,5,182
24525887,2,16
24525888,3,14
24525889,1,14
24525890, -   ,0
24525891,16,131
24525892,49,84
24525893,1,1
24525894,1,1
24525895,23,105
24525896,19,155
24525897,50,174
24525898,17,101
24525899,2,42
24525900,18,946
24525901,88,979
24525902,156,774
24525903,132,708
24525904,17,51
24525905,10,81
24525906,16,140
24525907,20,360
24525908,19,157
24525909,13,78
24525910,6,96
24525911,40,641
24525912,10,106
24525913,14,246
24525914,14,42
24525915,44,475
24525916, -   ,183
24525917,11,95
24525918,3,57
24525919, -   ,0
24525920,13,60
24525921,15,81
24525922,68,237
24525923,264,733
24525924, -   ,1
24525925, -   ,0
24525926,257,"2,520"
24525927,65,508
24525928,10,70
24525929,6,67
24525930,9,34
24525931, -   ,15
24525932,2,18
24525933,18,185
24525934,23,62
24525935,29,60
24525936,10,100
24525937,7,37
24525938,5,27
24525939,1,1
24525940,62,62
24525941,56,453
24525942,20,52
24525943,6,31
24525944,3,115
24525945,2,30
24525946, -   ,0
24525947,7,9
24525948,11,100
24525949,16,120
24525950,58,286
24525951, -   ,0
24525952,3,3
24525953,1,14
24525954,3,4
24525955,1,45
24525956,1,12
24525957, -   ,2
24525958, -   ,0
24525959, -   ,69
25000101, -   ,0
25000201,1,1
25000202, -   ,0
25000701, -   ,0
25000702, -   ,0
25001001, -   ,0
25001002,2,2
25001501, -   ,0
25001801, -   ,0
25002101, -   ,0
25002601, -   ,0
25003101,6,6
25003601, -   ,0
25003901, -   ,0
25004201, -   ,0
25004202, -   ,0
25004501, -   ,0
25004502, -   ,0
25004801, -   ,0
25004802, -   ,0
25005101, -   ,0
25005102, -   ,0
25005201, -   ,0
25005301, -   ,0
25005601, -   ,0
25500101,4,4
25500601, -   ,0
25700101, -   ,13
25700201, -   ,122
25700202, -   ,13
25700203, -   ,22
25700301,1,58
25700302,1,6
25700303, -   ,17
25700401, -   ,7
25700501, -   ,5
25700502, -   ,4
25700601, -   ,1
25700701, -   ,1
25700702, -   ,0
25700801, -   ,1
25700901, -   ,2
25700902, -   ,3
25701001, -   ,0
25701002, -   ,0
25701101, -   ,0
25701102, -   ,0
25701201, -   ,0
25701202, -   ,0
25701301, -   ,1
25701401, -   ,0
25701402, -   ,3
25701501, -   ,6
25701502, -   ,4
25701503,2,9
25701504, -   ,1
25701601, -   ,1
25701602, -   ,1
25701603, -   ,1
25701604, -   ,1
25701701, -   ,2
25701702, -   ,1
25701703, -   ,0
25701704, -   ,2
25701801, -   ,1
25701802, -   ,1
25701803, -   ,5
25701804, -   ,1
25701901, -   ,0
25701902, -   ,0
25702001, -   ,0
25702002, -   ,2
25702101, -   ,2
25702102, -   ,0
25702201, -   ,3
25702202, -   ,1
25702301, -   ,7
25702302, -   ,0
25702401, -   ,13
25702402, -   ,1
25702501,1,15
25702502, -   ,3
25702601, -   ,72
25702602,1,24
25702701,1,3
25702702, -   ,2
25702801, -   ,11
25702802,1,3
25702901, -   ,3
25702902, -   ,2
25703001, -   ,5
25703002, -   ,3
25703101, -   ,5
25703102, -   ,0
25703201, -   ,5
25703202, -   ,0
25703301, -   ,178
25703302,1,423
25703303, -   ,21
25703401,4,387
25703402, -   ,64
25703501,2,30
25703601, -   ,3
25703602, -   ,2
25703701, -   ,47
25703702, -   ,40
25703801, -   ,17
25703802, -   ,1
25703901, -   ,3
25703902, -   ,2
25704001, -   ,1
25704002, -   ,3
25704101, -   ,1
25704102, -   ,1
25704201, -   ,104
25704202, -   ,44
25704301, -   ,53
25704302, -   ,59
25704401, -   ,14
25704402,1,8
25704501, -   ,14
25704502, -   ,10
25704601, -   ,1
25704701, -   ,104
25704801, -   ,55
25704901, -   ,22
25705001, -   ,66
25705002, -   ,5
25705003, -   ,0
25705004, -   ,0
25705005, -   ,0
25705006, -   ,0
25705101,1,13
25705102, -   ,5
25705201, -   ,12
25705202, -   ,21
25705301, -   ,20
25705302,1,9
25705401,4,48
25705501,20,500
25705601,17,"1,040"
25705602,1,51
25705603,64,921
25705701,6,202
25705702, -   ,49
25705801, -   ,11
25705802, -   ,16
25705901,3,116
25706001, -   ,2
25706002, -   ,1
25706101, -   ,54
25706102, -   ,37
25706103, -   ,1
25706104, -   ,0
25706105, -   ,3
25706106, -   ,1
25706107, -   ,0
25706108, -   ,0
25706201,1,84
25706301, -   ,6
25706302, -   ,0
25706401, -   ,0
25706402,1,18
25706403, -   ,0
25706501,13,"1,049"
25706502,8,464
25706503, -   ,0
25706504,2,37
25706505, -   ,20
25706601,2,224
25706602,9,189
25706603,50,"1,348"
25706604,13,636
25706701,9,685
25706702,22,321
25706801, -   ,74
25706901, -   ,0
25706902, -   ,0
25707001,1,60
25707002,1,26
25707003, -   ,0
25707101, -   ,24
25707102, -   ,0
25707201,11,212
25707202,17,87
25707301,2,25
25707302,9,76
25707303,7,394
25707304,7,75
25707401,10,259
25707501, -   ,44
25707502,5,60
25707503, -   ,31
25707504, -   ,18
25707505,3,69
25707601, -   ,67
25707701, -   ,24
25707702,3,25
25707801,40,"3,026"
25707802,37,"1,543"
25707901,24,"2,012"
25707902,146,"2,370"
25708001,3,197
25708101, -   ,0
25708201, -   ,17
25708301,4,"1,337"
25708302,2,181
25708401,5,98
25708501,3,95
25708601, -   ,0
25708701,1,5
25708801,1,112
25708802,7,219
25708901, -   ,14
25708902, -   ,11
25709001,163,"5,623"
25709002,9,644
25709003,1,23
25709004,2,30
25709101,172,"4,471"
25709102,105,"2,475"
25709103,12,927
25709104, -   ,138
25709105,1,1
25709106,73,"2,111"
25709201,64,"1,138"
25709301, -   ,0
25709302, -   ,0
25709401,1,47
25709402,4,87
25709501,2,91
25709601,2,19
25709602,7,324
25709701,13,366
25709801,10,327
25709802,1,765
25709803,12,187
25709804,4,237
25709901,1,45
25710001, -   ,35
25710101, -   ,0
25710102, -   ,0
25710201, -   ,0
25710301, -   ,7
25710302,2,177
25710401,92,"1,109"
25710402,0,180
25710501,55,189
25710502,23,161
25710601,75,"1,105"
25710701,32,698
25710702,22,245
25710801,9,420
25710901,19,183
25710902,1,275
25711001, -   ,38
25711101,23,733
25711201,6,255
25711301, -   ,27
25711401,10,836
25711402,12,698
25711501,1,71
25711601,34,714
25711701,5,289
25711702,13,261
25711801,15,772
25711802,16,280
25711803,0,512
25711804,2,45
25711901,3,283
25712001,47,"1,825"
25712002,7,197
25712101,50,631
25712201, -   ,0
25712301, -   ,0
25712401, -   ,0
25712501,22,214
25712601, -   ,55
25712701, -   ,24
25712801,66,"1,273"
25712901,39,"2,016"
25713001,1,269
25713101, -   ,0
25713201,1,104
25713301,1,84
25713302,3,51
25713401,3,180
25713501,12,190
25713502,6,97
25713601,1,57
25713701,2,37
25713801,61,"1,073"
25713802,30,568
25713901,46,177
25713902,81,"1,515"
25714001,41,722
25714002,57,651
25714101,109,"1,910"
25714102,72,505
25714103,2,64
25714201,69,901
25714202,47,944
25714301,23,520
25714302,45,732
25714401,3,602
25714402,3,56
25714403,30,143
25714501,1,2
25714601,62,"1,616"
25714602,5,740
25714603,36,429
25714701,18,902
25714702,26,709
25714801,13,927
25714901,13,317
25714902,10,"1,179"
25715001, -   ,10
25715002, -   ,5
25715003, -   ,1
25715004, -   ,1
25715101,7,182
25715201,4,700
25715202,40,832
25715203,69,337
25715204,8,121
25715205,5,311
25715301, -   ,3
25715302, -   ,0
25715401,23,"1,460"
25715402,41,345
25715403,14,78
25715404,13,101
25715501,13,359
25715601,94,"1,088"
25715602,1,801
25715701,0,"1,261"
25715702,39,"1,594"
25715703,21,404
25715704,11,198
25715801, -   ,0
25715901,65,"2,115"
25715902,60,329
25716001,23,795
25716002,14,33
25716101,1,58
25716102, -   ,0
25716201,9,575
25716202, -   ,0
25716301,37,265
25716401,26,257
25716402,8,240
25716501,39,531
25716601,16,192
25716701,0,508
25716801,1,2
25716901, -   ,1
25717001,12,353
25717002,25,230
25717101,3,17
25717201, -   ,0
25717301,29,243
25717401,9,344
25717501,7,129
25717502,4,80
25717601,230,"3,481"
25717701,209,"1,659"
25717702,122,787
25717801,30,"1,115"
25717802,23,181
25717901,6,6
25717902, -   ,0
25718001,15,443
25718002,16,154
25718003,11,113
25718101, -   ,232
25718201,13,210
25718202,3,296
25718301, -   ,508
25718302, -   ,65
25718401,9,176
25718501,5,5
25718601,4,529
25718701,46,46
25718801,112,"1,211"
25718901,12,335
25718902,16,320
25718903,11,177
25718904, -   ,448
25719001,4,91
25719101,29,437
25719201,8,350
25719301,7,211
25719302,12,281
25719401,10,365
25719501,12,287
25719502,8,112
25719601,8,"1,819"
25719701, -   ,697
25719801,160,"3,196"
25719802,23,528
25719901,77,"2,509"
25720001, -   ,11
25720101,108,619
25720201, -   ,0
25720301,68,785
25720401,0,288
25720501,26,595
25720502,20,223
25720601,122,"1,698"
25720701,21,288
25720801,72,284
25720901,0,746
25721001,47,87
25721002,55,661
25721101,15,55
25721201,18,219
25721301,17,418
25721401,1,67
25721501,44,142
25721601,33,848
25721602,11,46
25721701,1,"1,174"
25721801,4,97
25721901,19,486
25722001,69,572
25722002,263,"2,271"
25722101,3,184
25722201,63,502
25722301,16,324
25722401,14,237
25722501,5,124
25722601,5,314
25722602,19,176
25722701,868,"6,093"
25722801,441,"7,269"
25722802,149,"1,556"
25722901,28,658
25723001,1,765
25723101,0,998
25723201,7,"1,286"
25723202,4,4
25723301,22,"1,297"
25723401,28,612
25723501,34,518
25723601,35,"1,026"
25723602,85,"2,942"
25723603,34,353
25723604,23,244
25723701,27,417
25723702,14,791
25723801,10,112
25723901,30,688
25724001,109,"1,962"
25724002,108,818
25724003,17,228
25724004, -   ,302
25724101,23,370
25724201,44,"1,232"
25724202,108,"2,601"
25724203,124,"1,589"
25724204,110,"1,482"
25724301,29,381
25724401,22,256
25724402,2,232
25724501,8,575
25724502,34,"1,226"
25724601,25,508
25724701,33,573
25724702,26,331
25724801,53,346
25724802,12,177
25724901,85,"1,694"
25725001,207,"2,039"
25725002,49,438
25725101,51,651
25725102, -   ,10
25725201,37,597
25725301,34,431
25725401,47,527
25725501,117,"2,166"
25725502,81,586
25725601,28,701
25725701,14,359
25725801,16,"1,273"
25725901,167,"5,317"
25726001,13,"2,612"
25726002,1,18
25726101,89,"8,882"
25726102,127,"2,825"
25726201,107,"1,150"
25726301,80,959
25726401,58,568
25726501,427,"3,849"
25726601,64,"1,314"
25726701,8,"2,800"
25726801,71,625
25726901,9,779
25727001,68,"1,782"
25727101,2,28
25727102, -   ,0
25727201,7,54
25727202,18,125
25727301,51,"1,236"
25727302,20,389
25727401,192,"3,933"
25727402,57,"1,376"
25727501,95,"1,920"
25727502,25,501
25727601,55,"2,154"
25727602,11,320
25727701,0,583
25727702,15,351
25727801,42,563
25727901,180,686
25728001,15,309
25728101,14,661
25728201,14,689
25728202,47,202
25728301,9,245
25728302,4,4
25728401,5,53
25728501,6,166
25728601,14,261
25728701,9,97
25728801,2,59
25728901,57,"1,042"
25729001,24,582
25729101,3,144
25729102,71,"1,579"
25729201,8,999
25729301,373,"4,495"
25729401,392,"6,521"
25729501,73,405
25729502,64,608
25729601,15,170
25729701,19,103
25729801,388,"3,818"
25729901,"1,634","10,367"
25730001,231,"5,486"
25730101,5,"3,943"
25730201,342,"6,517"
25730202,158,"1,445"
25730301,280,"3,575"
25730302,31,"1,218"
25730401,372,"3,034"
25730402,330,"2,575"
25730501,327,"1,750"
25730601,8,43
25730602,7,30
25730701,27,788
25730801,5,303
25730901,24,191
25731001,480,"18,965"
25731002,571,"11,782"
25731101,258,"8,507"
25731201,104,"9,671"
25731301,"1,183","4,244"
25731401,102,"1,906"
25731501,395,"7,056"
25731502,36,"1,520"
25731601,271,"2,532"
25731602,45,792
25731701,131,"1,796"
25731702,11,272
25731801,456,"4,841"
25731802,31,929
25731901,94,922
25731902,32,500
25731903,42,288
25731904,3,125
25732001,64,763
25732002,7,243
25732101,51,168
25732201,19,431
25732301,9,289
25732401,20,344
25732402, -   ,0
25732501,152,948
25732502,11,203
25732601,64,"3,961"
25732602,6,184
25732701,206,"1,260"
25732702,1,45
25732801,239,"1,433"
25732802,31,407
25732901,9,124
25732902,8,192
25732903,22,71
25733001,11,199
25733101,104,620
25733201,12,162
25733301,17,263
25733401,17,459
25733402,33,"1,019"
25733501,11,164
25733502,5,191
25733601,0,352
25733602,50,154
25733701,316,"1,704"
25733801,233,"1,207"
25733901,106,"2,956"
25734001,90,980
25734101,87,429
25734201,137,"1,068"
25734301,21,330
25734401,25,430
25734501,339,"3,862"
25734601,221,794
25734701,64,260
25734801,63,497
25734802,12,574
25734901,5,65
25735001,19,151
25735101,20,322
25735102,6,72
25735201,20,380
25735202,17,124
25735301,9,179
25735302,21,92
25735401,15,62
25735501,46,"1,213"
25735601,3,414
25735701,135,"2,347"
25735801,113,802
25735802,114,930
25735901,3,57
25735902,6,230
25736001,4,86
25736002,11,892
25736101,117,"2,631"
25736201,5,"4,087"
25736301,601,"5,263"
25736302,60,"3,480"
25736401,44,"7,260"
25736501,60,"1,043"
25736601,24,"1,112"
25736701,113,"5,411"
25736801,6,225
25736802,67,"1,461"
25736901,39,678
25736902,116,"1,568"
25737001,39,916
25737002,54,623
25737003,189,"1,469"
25737004,130,"1,248"
25737005,245,320
25737006,14,391
25737007,40,389
25737008,39,397
25737009,2,46
25737010,54,689
25737011,19,"1,617"
25737012,141,"1,518"
25737013,13,13
25737014,97,887
25737015,27,307
25737016,19,96
25737017,11,88
25737018,9,95
25737019,3,55
25737020,6,311
25737021,32,"1,102"
25737022,9,308
25737023,33,327
25737024,6,130
25737025,0,395
25737026,89,"2,113"
25737027,44,"1,298"
25737028,109,"1,082"
25737029,17,278
25737030,36,689
25737031,6,359
25737032,15,496
25737033,2,38
25737034,3,3
25737035,8,86
25737036,18,299
25737037,405,"4,172"
25737038,86,"1,866"
25737041,45,"1,013"
25737042,129,"2,999"
25737043,10,38
25737044,60,742
25737045,6,173
25737047,72,"1,125"
25737050,10,110
25737051,12,614
25737053,14,174
25737054,11,114
25737055,34,345
25737056,1,36
25737057,16,177
25737058,17,126
25737059,16,374
25737060,1,358
25737061,47,279
25737062,57,861
25737063,467,"13,488"
25737064,"1,031","11,747"
25737065,294,"17,138"
25737066,238,"2,753"
25737067,184,"2,776"
25737068,55,778
25737069,140,"2,619"
25737070,88,"3,407"
25737071,114,"4,631"
25737072,102,"3,024"
25737073,171,"2,539"
25737074,277,"2,129"
25737075,67,"2,378"
25737076,199,"3,621"
25737077,57,"2,753"
25737078,175,"12,167"
25737079,13,184
25737080,41,688
25737081,73,556
25737082,106,565
25737083,9,480
25737084,39,357
25737085,33,"1,297"
25737086,9,47
25737087,92,800
25737088,45,403
25737089,7,137
25737090,11,88
25737091,25,130
25737092,5,175
25737093,24,432
25737094,26,"1,010"
25737095,6,49
25737096,3,291
25737097,18,187
25737098,12,204
25737099,8,200
25737100,25,350
25737101,155,631
25737102,56,"1,375"
25737103,16,274
25737104,10,260
25737105,10,332
25737106,54,238
25737107,41,400
25737108,26,164
25737109,19,113
25737110,54,323
25737111,11,113
25737112, -   ,1
25737113, -   ,65
25737114,2,26
25737115,186,"3,346"
25737116,29,"1,291"
25737117,5,255
25737118,126,774
25737119,131,483
25737120,36,564
25737121,322,"3,857"
25737122,174,"1,695"
25737123,584,872
25737124,394,"1,781"
25737125,326,"2,110"
25737126,316,"1,976"
25737127,58,936
25737128,22,335
25737129,131,"1,268"
25737130,20,420
25737131,9,116
25737132,0,107
25737133,36,415
25737134,25,923
25737135,485,"1,709"
25737136,127,"2,611"
25737137,87,998
25737138,61,679
25737139,44,"1,882"
25737140,74,709
25737141,8,936
25737142,2,972
25737143,150,"1,417"
25737144,28,395
25737145,59,780
25737146,8,477
25737147,37,248
25737148,10,227
25737149,10,72
25737150,13,98
25737151,49,990
25737152,104,"1,324"
25737153,182,"3,233"
25737154,105,407
25737155,390,"1,923"
25737156,239,"2,927"
25737157,23,375
25737158,55,748
25737159,171,"2,943"
25737160,46,"3,176"
25737161,368,"3,436"
25737162,14,"1,595"
25737163,43,620
25737164,25,"1,010"
25737165,40,425
25737166,8,328
25737167,6,98
25737168,23,828
25737169,55,"1,181"
25737170,53,553
25737171,163,"3,476"
25737172,43,"1,783"
25737173,19,918
25737174,21,434
25737175,44,568
25737176,171,"2,540"
25737177,32,83
25737178,13,106
25737179,93,"2,056"
25737180,49,933
25737181,115,"1,471"
25737182,13,195
25737183,23,253
25737184,99,"2,628"
25737185,43,248
25737186,31,"1,026"
25737187,22,236
25737188,22,227
25737189,99,"1,714"
25737190,315,"2,067"
25737191,24,354
25737192,1,412
25737193,5,149
25737194,1,129
25737195, -   ,42
25737196,12,176
25737197,2,131
25737198,12,851
25737199,6,206
25737200,2,900
25737201,16,317
25737202,6,58
25737203,13,171
25737204,111,770
25737205,119,703
25737206,13,57
25737207,39,777
25737208,10,105
25737209,6,93
25737210,7,138
25737211,16,209
25737212,77,481
25737213,11,192
25737214,35,368
25737215,3,110
25737216,49,141
25737217,119,695
25737218,6,316
25737219,13,201
25737220,9,18
25737221,13,131
25737222,59,966
25737223,50,588
25737224, -   ,31
25737225,31,517
25737226,20,159
25737227,20,148
25737228,28,141
25737229,13,240
25737230,10,146
25737231,11,215
25737232,9,126
25737233,9,81
25737234,27,43
25737235,7,282
25737236,9,381
25737237,41,371
25737238,33,348
25737239,307,307
25737240,756,756
25737241,316,"4,147"
25737242,373,"5,251"
25737243,336,336
25737244,615,615
25737245,612,612
25737246,262,262
25737247,33,33
25737248,62,62
25737249,54,54
25737250,59,59
25737251,489,"5,125"
25737252,75,75
25737253,179,"8,087"
25737254,94,338
25737255,137,137
25737256,79,79
25737257,16,166
25737258,30,325
25737259,1,221
25737260,87,"1,524"
25737261,127,757
25737262,66,954
25737263,116,"1,922"
25737264,67,824
25737265,12,230
25737266,16,270
25737267,355,"16,061"
25737268,698,"5,706"
25737269,126,904
25737270,21,261
25737271,1,"1,110"
25737272,23,802
25737273,59,"1,234"
25737274,183,487
25737275,10,101
25737276,9,28
25737277,84,371
25737278,24,757
25737279,51,317
25737280,36,457
25737281,3,234
25737282,5,242
25737283,23,243
25737284,34,722
25737285,70,"1,087"
25737286,38,483
25737287,70,456
25737288,20,223
25737289,4,80
25737290,34,166
25737291,397,"1,928"
25737292,98,672
25737293,237,"2,369"
25737294,380,"2,825"
25737295,101,517
25737296,270,"2,902"
25737297,317,"5,643"
25737298,7,139
25737299,119,"1,133"
25737300,33,470
25737301,186,"1,478"
25737302,164,391
25737303,108,"1,601"
25737304,41,"1,005"
25737305,19,"1,133"
25737306,7,189
25737307,4,45
25737308,2,110
25737309,51,612
25737310,40,180
25737311,0,118
25737312,14,366
25737313,3,122
25737314,6,112
25737315, -   ,0
25737316,1,429
25737317,6,"1,362"
25737318,155,"1,759"
25737319,24,636
25737320,90,"13,107"
25737321,695,"2,433"
25737322,261,"1,215"
25737323,239,"3,243"
25737324,231,"2,512"
25737325,0,"4,168"
25737326,263,"4,789"
25737327,399,"2,670"
25737328,"1,235","4,586"
25737329,24,685
25737330,283,"1,867"
25737331,339,"2,692"
25737332,209,826
25737333,5,275
25737334,38,"2,743"
25737335,141,"1,602"
25737336,22,"1,044"
25737337,173,695
25737338,247,"1,780"
25737339,230,"3,302"
25737340,46,264
25737341,31,280
25737342,57,"1,285"
25737343,5,167
25737344,69,169
25737345,63,"1,014"
25737346,337,"1,032"
25737347,42,244
25737348,101,"1,336"
25737349,9,101
25737350,0,572
25737351,453,"1,304"
25737352,7,7
25737353,335,"2,164"
25737354,163,"1,175"
25737355,329,916
25737356, -   ,1
25737357,5,8
25737358,290,"2,109"
25737359,104,799
25737360,2,2
25737361,192,"2,180"
25737362,38,"1,136"
25737363,3,3
25737364,131,"1,379"
25737365,79,767
25737366,101,422
25737367,36,"1,178"
25737368,39,213
25737369,38,550
25737370,116,404
25737371,35,249
25737372,17,157
25737373,152,"1,518"
25737374,124,"1,226"
25737375,48,819
25737376,79,504
25737377,39,525
25737378,0,761
25737379,32,377
25737380,42,536
25737381,28,504
25737382,8,26
25737383,260,"1,427"
25737384,175,"1,270"
25737385,288,"2,483"
25737386,354,"2,611"
25737387,381,"2,558"
25737388,12,636
25737389,114,"3,087"
25737390,"1,704","37,021"
25737391,78,"1,348"
25737392,54,747
25737393,256,"6,597"
25737394,402,"3,356"
25737395,53,"1,772"
25737396,153,"2,267"
25737397,418,"6,345"
25737398,83,"3,303"
25737399,127,"1,575"
25737400,87,"2,953"
25737401,410,"3,514"
25737402,150,"2,942"
25737403,699,"1,998"
25737404,321,"2,698"
25737405,"1,788","7,802"
25737406,124,864
25737407,66,"1,717"
25737408,63,397
25737409,0,"1,389"
25737410,6,179
25737411,2,81
25737412,7,113
25737413,10,47
25737414,29,104
25737415,16,74
25737416,159,379
25737417,25,852
25737418,37,329
25737419,11,230
25737420,7,175
25737421,51,854
25737422,90,"1,648"
25737423, -   ,2
25737424,3,3
25737425,18,256
25737426,68,"1,093"
25737427,17,228
25737428,5,91
25737429,174,"2,066"
25737430,147,983
25737431,2,43
25737432,7,82
25737433,5,295
25737434,7,109
25737435,16,181
25737436,17,302
25737437,39,482
25737438,9,"1,380"
25737439,92,726
25737440, -   ,0
25737441,12,315
25737442,51,133
25737443,42,609
25737444,29,308
25737445,78,632
25737446,114,466
25737447,183,"1,067"
25737448,5,47
25737449,26,897
25737450,32,315
25737451,4,296
25737452,92,505
25737453,214,471
25737454,51,630
25737455,229,615
25737456,112,254
25737457,10,95
25737458,5,95
25737459,61,662
25737460,29,142
25737461,5,96
25737462,15,126
25737463,114,715
25737464,2,249
25737465,45,262
25737466,963,"7,455"
25737467,839,"7,040"
25737468,"1,442","4,172"
25737469,360,"2,627"
25737470,72,627
25737471,118,454
25737472,35,590
25737473,656,"7,359"
25737474,156,"2,257"
25737475,78,523
25737476,158,"1,233"
25737477,180,573
25737478,496,"1,489"
25737479,14,195
25737480,444,"3,785"
25737481,243,"1,413"
25737482,219,"2,945"
25737483,172,"1,089"
25737484,124,"1,293"
25737485,95,655
25737486, -   ,0
25737487,63,727
25737488,89,"5,951"
25737489,151,962
25737490,2,2
25737491,1,1
25737492,2,2
25737493,1,1
25737494,5,5
25737495,4,4
25737496, -   ,0
25737497,2,2
25737498, -   ,0
25737499, -   ,0
25737500,139,"1,120"
25737501,12,186
25737502,117,687
25737503,34,830
25737504,138,"1,020"
25737505,3,164
25737506,312,"2,292"
25737507,113,"1,042"
25737508,59,312
25737509,41,563
25737510, -   ,0
25737511, -   ,0
25737512,85,590
25737513,826,"4,187"
25737514,"1,584","6,853"
25737515,119,885
25737516,32,655
25737517,33,532
25737518,126,"1,163"
25737519,0,406
25737520,60,125
25737521,3,199
25737522,79,"1,114"
25737523,57,"1,598"
25737524,202,611
25737525,66,"1,115"
25737526,45,586
25737527,210,"1,227"
25737528,138,"1,084"
25737529,99,"1,015"
25737530,102,"1,682"
25737531,75,963
25737532,130,"2,055"
25737533,324,"3,964"
25737534,105,724
25737535,41,815
25737536,229,"1,896"
25737537,114,"1,187"
25737538,42,663
25737539,156,"1,116"
25737540,122,750
25737541,123,"2,729"
25737542,19,387
25737543,170,"1,240"
25737544,33,126
25737545,7,158
25737546,75,245
25737547,50,187
25737548,71,451
25737549,277,"2,118"
25737550,116,439
25737551,295,"1,734"
25737552,54,304
25737553,22,22
25737554,51,"1,730"
25737555,30,30
25737556,1,1
25737557,93,741
25737558,297,"2,650"
25737559,107,557
25737560,0,"1,533"
25737561,12,187
25737562,49,314
25737563,16,"1,337"
25737564,29,987
25737565, -   ,5
25737566,70,"2,447"
25737567,1,29
25737568,12,672
25737569,3,147
25737570,7,436
25737571,11,204
25737572,3,26
25737573,6,188
25737574,5,89
25737575,3,81
25737576,7,203
25737577,7,44
25737578,22,252
25737579,6,205
25737580,16,451
25737581,166,446
25737582,25,277
25737583,239,"1,578"
25737584,9,136
25737585,146,666
25737586,708,"8,026"
25737587,169,646
25737588,22,582
25737589,22,"1,053"
25737590, -   ,42
25737591,3,68
25737592,1,5
25737593, -   ,43
25737594,1,2
25737595,2,242
25737596,10,164
25737597,25,"1,096"
25737598,21,"1,314"
25737599,52,"2,552"
25737600,44,565
25737601,265,959
25737602,53,833
25737603,154,880
25737604,68,387
25737605,1,1
25737606, -   ,228
25737607,32,"1,599"
25737608,4,290
25737609,9,353
25737610,87,462
25737611,3,32
25737612,2,119
25737613,4,75
25737614,15,203
25737615,6,11
25737616,20,36
25737617,106,236
25737618,26,43
25737619,52,92
25737620,120,724
25737621,417,"2,164"
25737622,45,"1,192"
25737623,92,"1,682"
25737624,90,"1,534"
25737625,23,404
25737626,234,"1,259"
25737627,76,496
25737628,40,767
25737629,232,"1,915"
25737630,16,304
25737631,0,94
25737632,8,57
25737633,47,249
25737634,18,86
25737635,19,244
25737636,12,132
25737637, -   ,0
25737638,4,4
25737639,3,3
25737640, -   ,96
25737641, -   ,0
25737642, -   ,0
25737643, -   ,0
25737644, -   ,0
25737645, -   ,0
25737646, -   ,0
25737647, -   ,0
25737648, -   ,0
25737649, -   ,0
25737650, -   ,0
25737651, -   ,0
25737652, -   ,0
26000101, -   ,0
26000102, -   ,0
26000103, -   ,0
